Average Domestic Airline Itinerary Fares By Origin City for Q1 2023 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
19,DTW,Detroit Metro Wayne County,Detroit,MI,447.64,447.64," 526,777 ",,,,,,,,,,,
20,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,288.53,288.53," 524,862 ",,,,,,,,,,,
21,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,391.48,391.48," 488,036 ",,,,,,,,,,,
22,TPA,Tampa International,Tampa,FL,330.52,330.52," 480,514 ",,,,,,,,,,,
23,MIA,Miami International,Miami,FL,368.31,368.31," 478,823 ",,,,,,,,,,,
24,AUS,Austin - Bergstrom International,Austin,TX,365.06,365.06," 453,572 ",,,,,,,,,,,
25,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,352.31,352.31," 442,456 ",,,,,,,,,,,
26,PDX,Portland International,Portland,OR,397.43,397.43," 400,840 ",,,,,,,,,,,
27,SLC,Salt Lake City International,Salt Lake City,UT,448.55,448.55," 400,695 ",,,,,,,,,,,
28,BNA,Nashville International,Nashville,TN,342.43,342.43," 387,230 ",,,,,,,,,,,
29,CLT,Charlotte Douglas International,Charlotte,NC,453.89,453.89," 372,212 ",,,,,,,,,,,
30,SMF,Sacramento International,Sacramento,CA,357.65,357.65," 339,569 ",,,,,,,,,,,
31,RDU,Raleigh-Durham International,Raleigh/Durham,NC,372.00,372.00," 327,718 ",,,,,,,,,,,
32,MDW,Chicago Midway International,Chicago-Midway,IL,313.72,313.72," 320,449 ",,,,,,,,,,,
33,HNL,Daniel K Inouye International,Honolulu,HI,328.43,328.43," 312,069 ",,,,,,,,,,,
34,STL,St Louis Lambert International,St. Louis,MO,394.21,394.21," 290,937 ",,,,,,,,,,,
35,SJC,Norman Y. Mineta San Jose International,San Jose,CA,306.68,306.68," 284,602 ",,,,,,,,,,,
36,OAK,Metro Oakland International,Oakland,CA,275.86,275.86," 272,223 ",,,,,,,,,,,
37,DAL,Dallas Love Field,Dallas-Love Field,TX,339.96,339.96," 268,490 ",,,,,,,,,,,
38,SNA,John Wayne Airport-Orange County,Santa Ana,CA,376.81,376.81," 265,267 ",,,,,,,,,,,
39,MCI,Kansas City International,Kansas City,MO,398.99,398.99," 262,674 ",,,,,,,,,,,
40,MSY,Louis Armstrong New Orleans International,New Orleans,LA,331.16,331.16," 258,635 ",,,,,,,,,,,
41,CLE,Cleveland-Hopkins International,Cleveland,OH,348.82,348.82," 256,332 ",,,,,,,,,,,
42,IAD,Washington Dulles International,Washington-Dulles,DC,487.49,487.49," 253,348 ",,,,,,,,,,,
43,IND,Indianapolis International,Indianapolis,IN,389.39,389.39," 251,793 ",,,,,,,,,,,
44,SJU,Luis Munoz Marin International,San Juan,PR,309.74,309.74," 243,172 ",,,,,,,,,,,
45,SAT,San Antonio International,San Antonio,TX,382.30,382.30," 241,700 ",,,,,,,,,,,
46,PIT,Pittsburgh International,Pittsburgh,PA,375.09,375.09," 233,411 ",,,,,,,,,,,
47,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,371.81,371.81," 228,128 ",,,,,,,,,,,
48,CMH,John Glenn Columbus International,Columbus,OH,405.51,405.51," 213,465 ",,,,,,,,,,,
49,HOU,William P Hobby,Houston-Hobby,TX,333.85,333.85," 207,837 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,368.87,368.87," 200,474 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,360.06,360.06," 183,949 ",,,,,,,,,,,
52,ONT,Ontario International,Ontario,CA,356.94,356.94," 170,319 ",,,,,,,,,,,
53,JAX,Jacksonville International,Jacksonville,FL,396.94,396.94," 169,662 ",,,,,,,,,,,
54,MKE,General Mitchell International,Milwaukee,WI,410.51,410.51," 164,464 ",,,,,,,,,,,
55,BUR,Bob Hope,Burbank,CA,285.53,285.53," 160,987 ",,,,,,,,,,,
56,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,385.92,385.92," 157,443 ",,,,,,,,,,,
57,OMA,Eppley Airfield,Omaha,NE,419.45,419.45," 128,152 ",,,,,,,,,,,
58,MEM,Memphis International,Memphis,TN,401.90,401.90," 124,614 ",,,,,,,,,,,
59,RIC,Richmond International,Richmond,VA,394.83,394.83," 124,059 ",,,,,,,,,,,
60,BOI,Boise Air Terminal,Boise,ID,384.24,384.24," 123,162 ",,,,,,,,,,,
61,CHS,Charleston AFB/International,Charleston,SC,366.33,366.33," 122,207 ",,,,,,,,,,,
62,BUF,Buffalo Niagara International,Buffalo,NY,349.78,349.78," 121,735 ",,,,,,,,,,,
63,ORF,Norfolk International,Norfolk,VA,427.85,427.85," 117,993 ",,,,,,,,,,,
64,ABQ,Albuquerque International Sunport,Albuquerque,NM,396.69,396.69," 117,060 ",,,,,,,,,,,
65,OGG,Kahului Airport,Kahului,HI,271.69,271.69," 113,378 ",,,,,,,,,,,
66,ELP,El Paso International,El Paso,TX,380.74,380.74," 113,101 ",,,,,,,,,,,
67,GRR,Gerald R. Ford International,Grand Rapids,MI,427.97,427.97," 108,941 ",,,,,,,,,,,
68,OKC,Will Rogers World,Oklahoma City,OK,431.85,431.85," 107,989 ",,,,,,,,,,,
69,SDF,Louisville Muhammad Ali International,Louisville,KY,378.51,378.51," 106,632 ",,,,,,,,,,,
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,508.85,508.85," 105,666 ",,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,427.67,427.67," 104,809 ",,,,,,,,,,,
72,RNO,Reno/Tahoe International,Reno,NV,387.62,387.62," 100,069 ",,,,,,,,,,,
73,PVD,Rhode Island Tf Green International,Providence,RI,365.63,365.63," 96,518 ",,,,,,,,,,,
74,TUS,Tucson International,Tucson,AZ,430.27,430.27," 90,011 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,403.06,403.06," 86,426 ",,,,,,,,,,,
76,LGB,Long Beach Airport,Long Beach,CA,284.74,284.74," 85,454 ",,,,,,,,,,,
77,TUL,Tulsa International,Tulsa,OK,431.00,431.00," 80,986 ",,,,,,,,,,,
78,SYR,Syracuse Hancock International,Syracuse,NY,382.64,382.64," 79,344 ",,,,,,,,,,,
79,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,333.99,333.99," 78,452 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,430.72,430.72," 78,345 ",,,,,,,,,,,
81,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,488.28,488.28," 75,675 ",,,,,,,,,,,
82,SAV,Savannah/Hilton Head International,Savannah,GA,409.64,409.64," 74,039 ",,,,,,,,,,,
83,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,377.25,377.25," 72,280 ",,,,,,,,,,,
84,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,265.94,265.94," 67,891 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,470.27,470.27," 64,333 ",,,,,,,,,,,
86,MYR,Myrtle Beach International,Myrtle Beach,SC,323.98,323.98," 62,925 ",,,,,,,,,,,
87,PNS,Pensacola International,Pensacola,FL,424.88,424.88," 60,511 ",,,,,,,,,,,
88,GSP,Greenville-Spartanburg International,Greer,SC,476.30,476.30," 59,223 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,395.64,395.64," 58,992 ",,,,,,,,,,,
90,HPN,Westchester County,White Plains,NY,369.08,369.08," 58,461 ",,,,,,,,,,,
91,LIH,Lihue Airport,Lihue,HI,243.89,243.89," 58,367 ",,,,,,,,,,,
92,FAT,Fresno Yosemite International,Fresno,CA,425.06,425.06," 57,786 ",,,,,,,,,,,
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,465.36,465.36," 56,757 ",,,,,,,,,,,
94,MSN,Dane County Regional-Truax Field,Madison,WI,537.70,537.70," 55,194 ",,,,,,,,,,,
95,PWM,Portland International Jetport,Portland,ME,450.42,450.42," 54,716 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,399.61,399.61," 52,936 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,426.66,426.66," 50,546 ",,,,,,,,,,,
98,SFB,Orlando Sanford International,Sanford,FL,143.03,143.03," 47,740 ",,,,,,,,,,,
99,PIE,St Pete Clearwater International,St. Petersburg,FL,143.27,143.27," 47,279 ",,,,,,,,,,,
100,AVL,Asheville Regional,Asheville,NC,310.24,310.24," 46,964 ",,,,,,,,,,,
101,XNA,Northwest Arkansas National,Fayetteville,AR,499.25,499.25," 45,953 ",,,,,,,,,,,
102,EUG,Mahlon Sweet Field,Eugene,OR,381.25,381.25," 45,553 ",,,,,,,,,,,
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,449.18,449.18," 45,334 ",,,,,,,,,,,
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,475.57,475.57," 44,373 ",,,,,,,,,,,
105,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,172.80,172.80," 40,373 ",,,,,,,,,,,
106,ISP,Long Island MacArthur,Islip,NY,267.10,267.10," 39,682 ",,,,,,,,,,,
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,422.68,422.68," 39,310 ",,,,,,,,,,,
108,MHT,Manchester Boston Regional,Manchester,NH,378.13,378.13," 39,250 ",,,,,,,,,,,
109,MDT,Harrisburg International,Harrisburg,PA,448.09,448.09," 39,114 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,425.03,425.03," 37,951 ",,,,,,,,,,,
111,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,474.33,474.33," 36,064 ",,,,,,,,,,,
112,MAF,Midland International Air and Space Port,Midland/Odessa,TX,439.07,439.07," 35,477 ",,,,,,,,,,,
113,PGD,Punta Gorda Airport,Punta Gorda,FL,163.52,163.52," 34,911 ",,,,,,,,,,,
114,BTV,Burlington International,Burlington,VT,475.38,475.38," 34,302 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,402.65,402.65," 34,165 ",,,,,,,,,,,
116,LEX,Blue Grass,Lexington,KY,491.11,491.11," 33,204 ",,,,,,,,,,,
117,SBA,Santa Barbara Municipal,Santa Barbara,CA,430.68,430.68," 33,057 ",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,560.47,560.47," 32,418 ",,,,,,,,,,,
119,DAY,James M Cox/Dayton International,Dayton,OH,484.72,484.72," 32,281 ",,,,,,,,,,,
120,ITO,Hilo International,Hilo,HI,178.02,178.02," 31,863 ",,,,,,,,,,,
121,MFE,McAllen International,Mission/McAllen/Edinburg,TX,477.37,477.37," 30,582 ",,,,,,,,,,,
122,SGF,Springfield-Branson National,Springfield,MO,491.56,491.56," 29,988 ",,,,,,,,,,,
123,ILM,Wilmington International,Wilmington,NC,530.40,530.40," 29,838 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,311.20,311.20," 29,672 ",,,,,,,,,,,
125,MFR,Rogue Valley International - Medford,Medford,OR,460.56,460.56," 29,385 ",,,,,,,,,,,
126,FAR,Hector International,Fargo,ND,499.60,499.60," 28,922 ",,,,,,,,,,,
127,HVN,Tweed New Haven,New Haven,CT,173.04,173.04," 28,589 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,479.70,479.70," 28,485 ",,,,,,,,,,,
129,ATW,Appleton International,Appleton,WI,447.65,447.65," 28,471 ",,,,,,,,,,,
130,CAE,Columbia Metropolitan,Columbia,SC,544.16,544.16," 28,304 ",,,,,,,,,,,
131,ACY,Atlantic City International,Atlantic City,NJ,171.13,171.13," 27,914 ",,,,,,,,,,,
132,ECP,Northwest Florida Beaches International,Panama City,FL,454.75,454.75," 27,650 ",,,,,,,,,,,
133,LBB,Lubbock Preston Smith International,Lubbock,TX,424.82,424.82," 26,643 ",,,,,,,,,,,
134,FAI,Fairbanks International,Fairbanks,AK,483.28,483.28," 25,849 ",,,,,,,,,,,
135,CHA,Lovell Field,Chattanooga,TN,519.38,519.38," 25,231 ",,,,,,,,,,,
136,HRL,Valley International,Harlingen/San Benito,TX,391.67,391.67," 25,134 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,526.22,526.22," 24,297 ",,,,,,,,,,,
138,FWA,Fort Wayne International,Fort Wayne,IN,431.76,431.76," 23,986 ",,,,,,,,,,,
139,SBN,South Bend International,South Bend,IN,398.37,398.37," 23,412 ",,,,,,,,,,,
140,TTN,Trenton Mercer,Trenton,NJ,149.69,149.69," 23,320 ",,,,,,,,,,,
141,STT,Cyril E King,Charlotte Amalie,VI,459.91,459.91," 22,552 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,517.60,517.60," 22,036 ",,,,,,,,,,,
143,TLH,Tallahassee International,Tallahassee,FL,619.88,619.88," 21,803 ",,,,,,,,,,,
144,FNT,Bishop International,Flint,MI,282.92,282.92," 21,759 ",,,,,,,,,,,
145,BLI,Bellingham International,Bellingham,WA,288.29,288.29," 21,095 ",,,,,,,,,,,
146,BIL,Billings Logan International,Billings,MT,497.45,497.45," 21,002 ",,,,,,,,,,,
147,BQN,Rafael Hernandez,Aguadilla,PR,218.66,218.66," 20,914 ",,,,,,,,,,,
148,PIA,General Downing - Peoria International,Peoria,IL,368.68,368.68," 19,868 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,419.25,419.25," 19,558 ",,,,,,,,,,,
150,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,519.14,519.14," 18,900 ",,,,,,,,,,,
151,BGR,Bangor International,Bangor,ME,479.03,479.03," 18,535 ",,,,,,,,,,,
152,FCA,Glacier Park International,Kalispell,MT,528.99,528.99," 18,363 ",,,,,,,,,,,
153,CAK,Akron-Canton Regional,Akron,OH,292.56,292.56," 18,054 ",,,,,,,,,,,
154,GRB,Green Bay Austin Straubel International,Green Bay,WI,552.91,552.91," 17,912 ",,,,,,,,,,,
155,MLI,Quad Cities International,Moline,IL,456.05,456.05," 17,389 ",,,,,,,,,,,
156,PAE,Snohomish County,Everett,WA,344.36,344.36," 17,309 ",,,,,,,,,,,
157,CRP,Corpus Christi International,Corpus Christi,TX,485.21,485.21," 17,271 ",,,,,,,,,,,
158,IDA,Idaho Falls Regional,Idaho Falls,ID,514.21,514.21," 17,158 ",,,,,,,,,,,
159,ROA,Roanoke Blacksburg Regional,Roanoke,VA,516.31,516.31," 16,923 ",,,,,,,,,,,
160,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,304.31,304.31," 16,643 ",,,,,,,,,,,
161,EYW,Key West International,Key West,FL,481.40,481.40," 16,593 ",,,,,,,,,,,
162,RAP,Rapid City Regional,Rapid City,SD,531.66,531.66," 16,117 ",,,,,,,,,,,
163,AGS,Augusta Regional at Bush Field,Augusta,GA,539.00,539.00," 16,049 ",,,,,,,,,,,
164,GNV,Gainesville Regional,Gainesville,FL,540.47,540.47," 15,832 ",,,,,,,,,,,
165,SHV,Shreveport Regional,Shreveport,LA,576.81,576.81," 15,683 ",,,,,,,,,,,
166,CHO,Charlottesville Albemarle,Charlottesville,VA,505.09,505.09," 15,468 ",,,,,,,,,,,
167,BIS,Bismarck Municipal,Bismarck/Mandan,ND,514.08,514.08," 15,467 ",,,,,,,,,,,
168,SBP,San Luis County Regional,San Luis Obispo,CA,518.05,518.05," 15,158 ",,,,,,,,,,,
169,TVC,Cherry Capital,Traverse City,MI,516.03,516.03," 14,978 ",,,,,,,,,,,
170,DAB,Daytona Beach International,Daytona Beach,FL,485.85,485.85," 13,817 ",,,,,,,,,,,
171,MOB,Mobile Regional,Mobile,AL,561.94,561.94," 13,542 ",,,,,,,,,,,
172,JNU,Juneau International,Juneau,AK,476.44,476.44," 13,402 ",,,,,,,,,,,
173,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,649.71,649.71," 13,097 ",,,,,,,,,,,
174,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,527.21,527.21," 12,893 ",,,,,,,,,,,
175,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,177.06,177.06," 12,856 ",,,,,,,,,,,
176,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,568.36,568.36," 12,548 ",,,,,,,,,,,
177,JAC,Jackson Hole,Jackson,WY,580.17,580.17," 12,352 ",,,,,,,,,,,
178,GJT,Grand Junction Regional,Grand Junction,CO,509.45,509.45," 11,763 ",,,,,,,,,,,
179,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,430.67,430.67," 11,364 ",,,,,,,,,,,
180,PVU,Provo Municipal,Provo,UT,118.33,118.33," 11,296 ",,,,,,,,,,,
181,LCK,Rickenbacker International,Columbus,OH,195.10,195.10," 11,282 ",,,,,,,,,,,
182,MLB,Melbourne Orlando International,Melbourne,FL,493.90,493.90," 10,953 ",,,,,,,,,,,
183,MRY,Monterey Regional,Monterey,CA,486.61,486.61," 10,873 ",,,,,,,,,,,
184,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,580.02,580.02," 10,728 ",,,,,,,,,,,
185,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,522.31,522.31," 10,358 ",,,,,,,,,,,
186,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,533.18,533.18," 9,810 ",,,,,,,,,,,
187,EVV,Evansville Regional,Evansville,IN,615.89,615.89," 9,387 ",,,,,,,,,,,
188,RFD,Chicago/Rockford International,Rockford,IL,235.36,235.36," 9,274 ",,,,,,,,,,,
189,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,677.69,677.69," 9,218 ",,,,,,,,,,,
190,LBE,Arnold Palmer Regional,Latrobe,PA,148.60,148.60," 9,092 ",,,,,,,,,,,
191,MTJ,Montrose Regional,Montrose/Delta,CO,411.28,411.28," 9,054 ",,,,,,,,,,,
192,BFL,Meadows Field,Bakersfield,CA,574.58,574.58," 8,923 ",,,,,,,,,,,
193,DRO,Durango La Plata County,Durango,CO,610.11,610.11," 8,918 ",,,,,,,,,,,
194,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,611.29,611.29," 8,869 ",,,,,,,,,,,
195,MOT,Minot International,Minot,ND,528.53,528.53," 8,807 ",,,,,,,,,,,
196,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,159.67,159.67," 8,758 ",,,,,,,,,,,
197,GTF,Great Falls International,Great Falls,MT,476.66,476.66," 8,402 ",,,,,,,,,,,
198,STX,Henry E. Rohlsen,Christiansted,VI,423.70,423.70," 8,289 ",,,,,,,,,,,
199,MGM,Montgomery Regional,Montgomery,AL,512.93,512.93," 8,028 ",,,,,,,,,,,
200,BRO,Brownsville South Padre Island International,Brownsville,TX,509.75,509.75," 7,585 ",,,,,,,,,,,
201,DLH,Duluth International,Duluth,MN,493.09,493.09," 7,502 ",,,,,,,,,,,
202,LRD,Laredo International,Laredo,TX,454.35,454.35," 7,490 ",,,,,,,,,,,
203,PSE,Mercedita,Ponce,PR,218.20,218.20," 7,458 ",,,,,,,,,,,
204,USA,Concord Padgett Regional,Concord,NC,124.82,124.82," 7,251 ",,,,,,,,,,,
205,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,451.06,451.06," 7,025 ",,,,,,,,,,,
206,SGU,St George Regional,St. George,UT,511.80,511.80," 6,671 ",,,,,,,,,,,
207,SCE,University Park,State College,PA,616.92,616.92," 6,663 ",,,,,,,,,,,
208,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,309.26,309.26," 6,529 ",,,,,,,,,,,
209,RDD,Redding Regional,Redding,CA,417.68,417.68," 6,359 ",,,,,,,,,,,
210,GRK,Robert Gray AAF,Killeen,TX,514.44,514.44," 6,319 ",,,,,,,,,,,
211,HDN,Yampa Valley,Hayden,CO,403.63,403.63," 6,118 ",,,,,,,,,,,
212,EGE,Eagle County Regional,Eagle,CO,737.36,737.36," 5,888 ",,,,,,,,,,,
213,AEX,Alexandria International,Alexandria,LA,606.02,606.02," 5,783 ",,,,,,,,,,,
214,GFK,Grand Forks International,Grand Forks,ND,475.58,475.58," 5,737 ",,,,,,,,,,,
215,TOL,Eugene F Kranz Toledo Express,Toledo,OH,216.54,216.54," 5,651 ",,,,,,,,,,,
216,SCK,Stockton Metro,Stockton,CA,131.73,131.73," 5,611 ",,,,,,,,,,,
217,PBG,Plattsburgh International,Plattsburgh,NY,266.74,266.74," 5,586 ",,,,,,,,,,,
218,ORH,Worcester Regional,Worcester,MA,285.71,285.71," 5,549 ",,,,,,,,,,,
219,ELM,Elmira/Corning Regional,Elmira/Corning,NY,351.50,351.50," 5,505 ",,,,,,,,,,,
220,BET,Bethel Airport,Bethel,AK,391.20,391.20," 5,312 ",,,,,,,,,,,
221,YUM,Yuma MCAS/Yuma International,Yuma,AZ,689.95,689.95," 5,258 ",,,,,,,,,,,
222,SAF,Santa Fe Municipal,Santa Fe,NM,503.35,503.35," 5,229 ",,,,,,,,,,,
223,GUM,Guam International,Guam,TT,1694.72,1694.72," 5,218 ",,,,,,,,,,,
224,MLU,Monroe Regional,Monroe,LA,646.73,646.73," 5,172 ",,,,,,,,,,,
225,KTN,Ketchikan International,Ketchikan,AK,531.72,531.72," 5,128 ",,,,,,,,,,,
226,LNK,Lincoln Airport,Lincoln,NE,535.43,535.43," 5,025 ",,,,,,,,,,,
227,RST,Rochester International,Rochester,MN,451.90,451.90," 4,946 ",,,,,,,,,,,
228,ACK,Nantucket Memorial,Nantucket,MA,640.89,640.89," 4,855 ",,,,,,,,,,,
229,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,622.38,622.38," 4,846 ",,,,,,,,,,,
230,SPI,Abraham Lincoln Capital,Springfield,IL,335.56,335.56," 4,759 ",,,,,,,,,,,
231,COU,Columbia Regional,Columbia,MO,548.96,548.96," 4,756 ",,,,,,,,,,,
232,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,374.37,374.37," 4,741 ",,,,,,,,,,,
233,LAN,Capital Region International,Lansing,MI,419.54,419.54," 4,701 ",,,,,,,,,,,
234,CWA,Central Wisconsin,Mosinee,WI,700.98,700.98," 4,682 ",,,,,,,,,,,
235,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,542.77,542.77," 4,620 ",,,,,,,,,,,
236,HLN,Helena Regional,Helena,MT,595.40,595.40," 4,615 ",,,,,,,,,,,
237,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,418.52,418.52," 4,485 ",,,,,,,,,,,
238,GRI,Central Nebraska Regional,Grand Island,NE,387.07,387.07," 4,448 ",,,,,,,,,,,
239,MBS,MBS International,Saginaw/Bay City/Midland,MI,548.09,548.09," 4,353 ",,,,,,,,,,,
240,XWA,Williston Basin International,Williston,ND,666.47,666.47," 4,339 ",,,,,,,,,,,
241,IAG,Niagara Falls International,Niagara Falls,NY,227.58,227.58," 4,309 ",,,,,,,,,,,
242,HHH,Hilton Head Airport,Hilton Head,SC,423.65,423.65," 4,200 ",,,,,,,,,,,
243,FLG,Flagstaff Pulliam,Flagstaff,AZ,616.18,616.18," 4,171 ",,,,,,,,,,,
244,ABI,Abilene Regional,Abilene,TX,628.20,628.20," 4,165 ",,,,,,,,,,,
245,PUW,Pullman Moscow Regional,Pullman,WA,469.71,469.71," 4,162 ",,,,,,,,,,,
246,CSG,Columbus Airport,Columbus,GA,526.92,526.92," 4,148 ",,,,,,,,,,,
247,CPR,Casper/Natrona County International,Casper,WY,638.23,638.23," 4,132 ",,,,,,,,,,,
248,ERI,Erie International/Tom Ridge Field,Erie,PA,530.68,530.68," 4,108 ",,,,,,,,,,,
249,PSM,Portsmouth International at Pease,Portsmouth,NH,264.37,264.37," 3,923 ",,,,,,,,,,,
250,LSE,La Crosse Regional,La Crosse,WI,613.86,613.86," 3,870 ",,,,,,,,,,,
251,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,660.72,660.72," 3,845 ",,,,,,,,,,,
252,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,745.59,745.59," 3,794 ",,,,,,,,,,,
253,CMI,University of Illinois/Willard,Champaign/Urbana,IL,657.58,657.58," 3,728 ",,,,,,,,,,,
254,LCH,Lake Charles Regional,Lake Charles,LA,527.81,527.81," 3,704 ",,,,,,,,,,,
255,SIT,Sitka Rocky Gutierrez,Sitka,AK,495.73,495.73," 3,447 ",,,,,,,,,,,
256,ROW,Roswell Air Center,Roswell,NM,526.60,526.60," 3,386 ",,,,,,,,,,,
257,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,582.88,582.88," 3,367 ",,,,,,,,,,,
258,ADQ,Kodiak Airport,Kodiak,AK,568.98,568.98," 3,364 ",,,,,,,,,,,
259,FSM,Fort Smith Regional,Fort Smith,AR,714.21,714.21," 3,321 ",,,,,,,,,,,
260,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,710.08,710.08," 3,305 ",,,,,,,,,,,
261,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,702.52,702.52," 2,984 ",,,,,,,,,,,
262,ACT,Waco Regional,Waco,TX,626.61,626.61," 2,959 ",,,,,,,,,,,
263,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,799.36,799.36," 2,869 ",,,,,,,,,,,
