Average Domestic Airline Itinerary Fares By Origin City for Q1 2021 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
162,AGS,Augusta Regional at Bush Field,Augusta,GA,329.25,376.11," 16,049 ",,,,,,,,,,,
163,GNV,Gainesville Regional,Gainesville,FL,342.53,391.29," 15,832 ",,,,,,,,,,,
164,SHV,Shreveport Regional,Shreveport,LA,393.88,449.95," 15,683 ",,,,,,,,,,,
165,CHO,Charlottesville Albemarle,Charlottesville,VA,322.52,368.43," 15,468 ",,,,,,,,,,,
166,BIS,Bismarck Municipal,Bismarck/Mandan,ND,312.90,357.44," 15,467 ",,,,,,,,,,,
167,SBP,San Luis County Regional,San Luis Obispo,CA,360.66,412.00," 15,158 ",,,,,,,,,,,
168,TVC,Cherry Capital,Traverse City,MI,342.30,391.02," 14,978 ",,,,,,,,,,,
169,DAB,Daytona Beach International,Daytona Beach,FL,295.23,337.25," 13,817 ",,,,,,,,,,,
170,MOB,Mobile Regional,Mobile,AL,372.04,425.00," 13,542 ",,,,,,,,,,,
171,JNU,Juneau International,Juneau,AK,405.51,463.23," 13,402 ",,,,,,,,,,,
172,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,370.59,423.34," 13,097 ",,,,,,,,,,,
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,338.96,387.21," 12,893 ",,,,,,,,,,,
174,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,137.61,157.20," 12,856 ",,,,,,,,,,,
175,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,329.13,375.98," 12,548 ",,,,,,,,,,,
176,JAC,Jackson Hole,Jackson,WY,403.89,461.38," 12,352 ",,,,,,,,,,,
177,GJT,Grand Junction Regional,Grand Junction,CO,338.57,386.76," 11,763 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,284.54,325.04," 11,364 ",,,,,,,,,,,
179,PVU,Provo Municipal,Provo,UT,110.26,125.95," 11,296 ",,,,,,,,,,,
180,LCK,Rickenbacker International,Columbus,OH,138.81,158.57," 11,282 ",,,,,,,,,,,
181,MLB,Melbourne Orlando International,Melbourne,FL,326.66,373.16," 10,953 ",,,,,,,,,,,
182,MRY,Monterey Regional,Monterey,CA,313.03,357.58," 10,873 ",,,,,,,,,,,
183,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,376.10,429.63," 10,728 ",,,,,,,,,,,
184,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,355.53,406.14," 10,358 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,390.17,445.71," 9,810 ",,,,,,,,,,,
186,EVV,Evansville Regional,Evansville,IN,346.30,395.59," 9,387 ",,,,,,,,,,,
187,RFD,Chicago/Rockford International,Rockford,IL,170.34,194.59," 9,274 ",,,,,,,,,,,
188,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,497.21,567.99," 9,218 ",,,,,,,,,,,
189,LBE,Arnold Palmer Regional,Latrobe,PA,104.20,119.03," 9,092 ",,,,,,,,,,,
190,MTJ,Montrose Regional,Montrose/Delta,CO,291.77,333.30," 9,054 ",,,,,,,,,,,
191,BFL,Meadows Field,Bakersfield,CA,354.60,405.07," 8,923 ",,,,,,,,,,,
192,DRO,Durango La Plata County,Durango,CO,422.42,482.54," 8,918 ",,,,,,,,,,,
193,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,324.79,371.02," 8,869 ",,,,,,,,,,,
194,MOT,Minot International,Minot,ND,363.77,415.54," 8,807 ",,,,,,,,,,,
195,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,153.07,174.86," 8,758 ",,,,,,,,,,,
196,GTF,Great Falls International,Great Falls,MT,326.57,373.05," 8,402 ",,,,,,,,,,,
197,STX,Henry E. Rohlsen,Christiansted,VI,304.84,348.23," 8,289 ",,,,,,,,,,,
198,MGM,Montgomery Regional,Montgomery,AL,397.06,453.57," 8,028 ",,,,,,,,,,,
199,BRO,Brownsville South Padre Island International,Brownsville,TX,329.00,375.82," 7,585 ",,,,,,,,,,,
200,DLH,Duluth International,Duluth,MN,377.08,430.76," 7,502 ",,,,,,,,,,,
201,LRD,Laredo International,Laredo,TX,359.96,411.20," 7,490 ",,,,,,,,,,,
202,USA,Concord Padgett Regional,Concord,NC,102.60,117.20," 7,251 ",,,,,,,,,,,
203,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,459.59,525.00," 7,025 ",,,,,,,,,,,
204,SGU,St George Regional,St. George,UT,334.38,381.97," 6,671 ",,,,,,,,,,,
205,SCE,University Park,State College,PA,357.46,408.34," 6,663 ",,,,,,,,,,,
206,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,175.92,200.96," 6,529 ",,,,,,,,,,,
207,RDD,Redding Regional,Redding,CA,405.21,462.89," 6,359 ",,,,,,,,,,,
208,GRK,Robert Gray AAF,Killeen,TX,324.85,371.09," 6,319 ",,,,,,,,,,,
209,HDN,Yampa Valley,Hayden,CO,282.14,322.30," 6,118 ",,,,,,,,,,,
210,EGE,Eagle County Regional,Eagle,CO,458.33,523.57," 5,888 ",,,,,,,,,,,
211,AEX,Alexandria International,Alexandria,LA,396.39,452.81," 5,783 ",,,,,,,,,,,
212,GFK,Grand Forks International,Grand Forks,ND,332.61,379.95," 5,737 ",,,,,,,,,,,
213,TOL,Eugene F Kranz Toledo Express,Toledo,OH,200.85,229.44," 5,651 ",,,,,,,,,,,
214,SCK,Stockton Metro,Stockton,CA,113.24,129.36," 5,611 ",,,,,,,,,,,
215,PBG,Plattsburgh International,Plattsburgh,NY,174.33,199.14," 5,586 ",,,,,,,,,,,
216,ELM,Elmira/Corning Regional,Elmira/Corning,NY,225.94,258.11," 5,505 ",,,,,,,,,,,
217,BET,Bethel Airport,Bethel,AK,359.25,410.39," 5,312 ",,,,,,,,,,,
218,YUM,Yuma MCAS/Yuma International,Yuma,AZ,374.61,427.94," 5,258 ",,,,,,,,,,,
219,SAF,Santa Fe Municipal,Santa Fe,NM,319.07,364.48," 5,229 ",,,,,,,,,,,
220,GUM,Guam International,Guam,TT,1617.81,1848.09," 5,218 ",,,,,,,,,,,
221,MLU,Monroe Regional,Monroe,LA,407.69,465.72," 5,172 ",,,,,,,,,,,
222,KTN,Ketchikan International,Ketchikan,AK,466.44,532.83," 5,128 ",,,,,,,,,,,
223,LNK,Lincoln Airport,Lincoln,NE,397.45,454.02," 5,025 ",,,,,,,,,,,
224,RST,Rochester International,Rochester,MN,289.75,330.99," 4,946 ",,,,,,,,,,,
225,ACK,Nantucket Memorial,Nantucket,MA,451.04,515.24," 4,855 ",,,,,,,,,,,
226,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,323.40,369.44," 4,846 ",,,,,,,,,,,
227,SPI,Abraham Lincoln Capital,Springfield,IL,261.10,298.27," 4,759 ",,,,,,,,,,,
228,COU,Columbia Regional,Columbia,MO,408.42,466.55," 4,756 ",,,,,,,,,,,
229,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,359.87,411.10," 4,741 ",,,,,,,,,,,
230,LAN,Capital Region International,Lansing,MI,314.77,359.58," 4,701 ",,,,,,,,,,,
231,CWA,Central Wisconsin,Mosinee,WI,382.34,436.76," 4,682 ",,,,,,,,,,,
232,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,441.13,503.92," 4,620 ",,,,,,,,,,,
233,HLN,Helena Regional,Helena,MT,429.25,490.34," 4,615 ",,,,,,,,,,,
234,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,359.68,410.88," 4,485 ",,,,,,,,,,,
235,GRI,Central Nebraska Regional,Grand Island,NE,230.72,263.56," 4,448 ",,,,,,,,,,,
236,MBS,MBS International,Saginaw/Bay City/Midland,MI,441.86,504.75," 4,353 ",,,,,,,,,,,
237,XWA,Williston Basin International,Williston,ND,457.92,523.10," 4,339 ",,,,,,,,,,,
238,IAG,Niagara Falls International,Niagara Falls,NY,111.21,127.04," 4,309 ",,,,,,,,,,,
239,HHH,Hilton Head Airport,Hilton Head,SC,309.97,354.10," 4,200 ",,,,,,,,,,,
240,FLG,Flagstaff Pulliam,Flagstaff,AZ,312.80,357.32," 4,171 ",,,,,,,,,,,
241,ABI,Abilene Regional,Abilene,TX,382.79,437.28," 4,165 ",,,,,,,,,,,
242,PUW,Pullman Moscow Regional,Pullman,WA,294.28,336.16," 4,162 ",,,,,,,,,,,
243,CSG,Columbus Airport,Columbus,GA,400.18,457.14," 4,148 ",,,,,,,,,,,
244,CPR,Casper/Natrona County International,Casper,WY,487.10,556.44," 4,132 ",,,,,,,,,,,
245,ERI,Erie International/Tom Ridge Field,Erie,PA,317.60,362.81," 4,108 ",,,,,,,,,,,
246,PSM,Portsmouth International at Pease,Portsmouth,NH,117.06,133.72," 3,923 ",,,,,,,,,,,
247,LSE,La Crosse Regional,La Crosse,WI,326.10,372.52," 3,870 ",,,,,,,,,,,
248,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,399.59,456.46," 3,845 ",,,,,,,,,,,
249,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,337.34,385.36," 3,794 ",,,,,,,,,,,
250,CMI,University of Illinois/Willard,Champaign/Urbana,IL,358.68,409.74," 3,728 ",,,,,,,,,,,
251,LCH,Lake Charles Regional,Lake Charles,LA,411.23,469.77," 3,704 ",,,,,,,,,,,
252,SIT,Sitka Rocky Gutierrez,Sitka,AK,426.29,486.97," 3,447 ",,,,,,,,,,,
253,ROW,Roswell Air Center,Roswell,NM,402.13,459.37," 3,386 ",,,,,,,,,,,
254,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,359.02,410.13," 3,367 ",,,,,,,,,,,
255,ADQ,Kodiak Airport,Kodiak,AK,504.41,576.20," 3,364 ",,,,,,,,,,,
256,FSM,Fort Smith Regional,Fort Smith,AR,409.45,467.73," 3,321 ",,,,,,,,,,,
257,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,399.28,456.12," 3,305 ",,,,,,,,,,,
258,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,352.10,402.22," 2,984 ",,,,,,,,,,,
259,ACT,Waco Regional,Waco,TX,384.91,439.70," 2,959 ",,,,,,,,,,,
260,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,435.10,497.03," 2,869 ",,,,,,,,,,,
261,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,194.47,222.15," 2,835 ",,,,,,,,,,,
262,CLL,Easterwood Field,College Station/Bryan,TX,338.96,387.20," 2,696 ",,,,,,,,,,,
263,LWS,Lewiston Nez Perce County,Lewiston,ID,450.26,514.36," 2,577 ",,,,,,,,,,,
