Average Domestic Airline Itinerary Fares By Origin City for Q1 2022 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
74,TUS,Tucson International,Tucson,AZ,357.52,378.28," 90,011 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,342.05,361.90," 86,426 ",,,,,,,,,,,
76,LGB,Long Beach Airport,Long Beach,CA,226.42,239.57," 85,454 ",,,,,,,,,,,
77,TUL,Tulsa International,Tulsa,OK,358.29,379.09," 80,986 ",,,,,,,,,,,
78,SYR,Syracuse Hancock International,Syracuse,NY,333.46,352.82," 79,344 ",,,,,,,,,,,
79,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,290.52,307.38," 78,452 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,358.56,379.37," 78,345 ",,,,,,,,,,,
81,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,413.07,437.05," 75,675 ",,,,,,,,,,,
82,SAV,Savannah/Hilton Head International,Savannah,GA,367.28,388.60," 74,039 ",,,,,,,,,,,
83,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,343.80,363.75," 72,280 ",,,,,,,,,,,
84,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,265.83,281.26," 67,891 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,402.83,426.22," 64,333 ",,,,,,,,,,,
86,MYR,Myrtle Beach International,Myrtle Beach,SC,264.48,279.83," 62,925 ",,,,,,,,,,,
87,PNS,Pensacola International,Pensacola,FL,363.10,384.18," 60,511 ",,,,,,,,,,,
88,GSP,Greenville-Spartanburg International,Greer,SC,402.76,426.14," 59,223 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,322.82,341.55," 58,992 ",,,,,,,,,,,
90,HPN,Westchester County,White Plains,NY,380.21,402.28," 58,461 ",,,,,,,,,,,
91,LIH,Lihue Airport,Lihue,HI,250.42,264.96," 58,367 ",,,,,,,,,,,
92,FAT,Fresno Yosemite International,Fresno,CA,353.24,373.75," 57,786 ",,,,,,,,,,,
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,377.60,399.52," 56,757 ",,,,,,,,,,,
94,MSN,Dane County Regional-Truax Field,Madison,WI,435.81,461.11," 55,194 ",,,,,,,,,,,
95,PWM,Portland International Jetport,Portland,ME,348.03,368.23," 54,716 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,360.00,380.90," 52,936 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,384.92,407.27," 50,546 ",,,,,,,,,,,
98,SFB,Orlando Sanford International,Sanford,FL,131.83,139.48," 47,740 ",,,,,,,,,,,
99,PIE,St Pete Clearwater International,St. Petersburg,FL,130.29,137.85," 47,279 ",,,,,,,,,,,
100,AVL,Asheville Regional,Asheville,NC,292.60,309.58," 46,964 ",,,,,,,,,,,
101,XNA,Northwest Arkansas National,Fayetteville,AR,405.96,429.53," 45,953 ",,,,,,,,,,,
102,EUG,Mahlon Sweet Field,Eugene,OR,341.48,361.31," 45,553 ",,,,,,,,,,,
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,368.61,390.00," 45,334 ",,,,,,,,,,,
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,391.61,414.35," 44,373 ",,,,,,,,,,,
105,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,147.35,155.90," 40,373 ",,,,,,,,,,,
106,ISP,Long Island MacArthur,Islip,NY,212.94,225.30," 39,682 ",,,,,,,,,,,
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,352.98,373.47," 39,310 ",,,,,,,,,,,
108,MHT,Manchester Boston Regional,Manchester,NH,314.00,332.23," 39,250 ",,,,,,,,,,,
109,MDT,Harrisburg International,Harrisburg,PA,376.36,398.21," 39,114 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,352.77,373.25," 37,951 ",,,,,,,,,,,
111,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,394.93,417.86," 36,064 ",,,,,,,,,,,
112,MAF,Midland International Air and Space Port,Midland/Odessa,TX,382.51,404.71," 35,477 ",,,,,,,,,,,
113,PGD,Punta Gorda Airport,Punta Gorda,FL,146.51,155.01," 34,911 ",,,,,,,,,,,
114,BTV,Burlington International,Burlington,VT,431.39,456.43," 34,302 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,348.80,369.04," 34,165 ",,,,,,,,,,,
116,LEX,Blue Grass,Lexington,KY,409.05,432.79," 33,204 ",,,,,,,,,,,
117,SBA,Santa Barbara Municipal,Santa Barbara,CA,373.75,395.44," 33,057 ",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,484.76,512.90," 32,418 ",,,,,,,,,,,
119,DAY,James M Cox/Dayton International,Dayton,OH,404.06,427.51," 32,281 ",,,,,,,,,,,
120,ITO,Hilo International,Hilo,HI,192.40,203.57," 31,863 ",,,,,,,,,,,
121,MFE,McAllen International,Mission/McAllen/Edinburg,TX,422.65,447.19," 30,582 ",,,,,,,,,,,
122,SGF,Springfield-Branson National,Springfield,MO,417.00,441.20," 29,988 ",,,,,,,,,,,
123,ILM,Wilmington International,Wilmington,NC,476.69,504.36," 29,838 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,272.07,287.86," 29,672 ",,,,,,,,,,,
125,MFR,Rogue Valley International - Medford,Medford,OR,357.21,377.94," 29,385 ",,,,,,,,,,,
126,FAR,Hector International,Fargo,ND,412.08,436.00," 28,922 ",,,,,,,,,,,
127,HVN,Tweed New Haven,New Haven,CT,171.46,181.42," 28,589 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,412.90,436.87," 28,485 ",,,,,,,,,,,
129,ATW,Appleton International,Appleton,WI,377.24,399.14," 28,471 ",,,,,,,,,,,
130,CAE,Columbia Metropolitan,Columbia,SC,428.63,453.51," 28,304 ",,,,,,,,,,,
131,ACY,Atlantic City International,Atlantic City,NJ,138.33,146.36," 27,914 ",,,,,,,,,,,
132,ECP,Northwest Florida Beaches International,Panama City,FL,375.37,397.16," 27,650 ",,,,,,,,,,,
133,LBB,Lubbock Preston Smith International,Lubbock,TX,376.92,398.80," 26,643 ",,,,,,,,,,,
134,FAI,Fairbanks International,Fairbanks,AK,445.65,471.52," 25,849 ",,,,,,,,,,,
135,CHA,Lovell Field,Chattanooga,TN,438.17,463.60," 25,231 ",,,,,,,,,,,
136,HRL,Valley International,Harlingen/San Benito,TX,325.46,344.35," 25,134 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,407.00,430.63," 24,297 ",,,,,,,,,,,
138,FWA,Fort Wayne International,Fort Wayne,IN,346.52,366.63," 23,986 ",,,,,,,,,,,
139,SBN,South Bend International,South Bend,IN,337.06,356.62," 23,412 ",,,,,,,,,,,
140,TTN,Trenton Mercer,Trenton,NJ,117.78,124.62," 23,320 ",,,,,,,,,,,
141,STT,Cyril E King,Charlotte Amalie,VI,391.53,414.25," 22,552 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,450.07,476.20," 22,036 ",,,,,,,,,,,
143,TLH,Tallahassee International,Tallahassee,FL,451.47,477.68," 21,803 ",,,,,,,,,,,
144,FNT,Bishop International,Flint,MI,237.48,251.27," 21,759 ",,,,,,,,,,,
145,BLI,Bellingham International,Bellingham,WA,259.67,274.74," 21,095 ",,,,,,,,,,,
146,BIL,Billings Logan International,Billings,MT,449.90,476.01," 21,002 ",,,,,,,,,,,
147,BQN,Rafael Hernandez,Aguadilla,PR,226.39,239.53," 20,914 ",,,,,,,,,,,
148,PIA,General Downing - Peoria International,Peoria,IL,301.90,319.42," 19,868 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,369.95,391.42," 19,558 ",,,,,,,,,,,
150,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,448.88,474.94," 18,900 ",,,,,,,,,,,
151,BGR,Bangor International,Bangor,ME,328.50,347.57," 18,535 ",,,,,,,,,,,
152,FCA,Glacier Park International,Kalispell,MT,496.90,525.74," 18,363 ",,,,,,,,,,,
153,CAK,Akron-Canton Regional,Akron,OH,258.48,273.49," 18,054 ",,,,,,,,,,,
154,GRB,Green Bay Austin Straubel International,Green Bay,WI,424.57,449.21," 17,912 ",,,,,,,,,,,
155,MLI,Quad Cities International,Moline,IL,356.31,376.99," 17,389 ",,,,,,,,,,,
156,PAE,Snohomish County,Everett,WA,352.00,372.43," 17,309 ",,,,,,,,,,,
157,CRP,Corpus Christi International,Corpus Christi,TX,419.55,443.91," 17,271 ",,,,,,,,,,,
158,IDA,Idaho Falls Regional,Idaho Falls,ID,406.99,430.61," 17,158 ",,,,,,,,,,,
159,ROA,Roanoke Blacksburg Regional,Roanoke,VA,470.65,497.97," 16,923 ",,,,,,,,,,,
160,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,260.45,275.57," 16,643 ",,,,,,,,,,,
161,EYW,Key West International,Key West,FL,396.29,419.29," 16,593 ",,,,,,,,,,,
162,RAP,Rapid City Regional,Rapid City,SD,439.88,465.41," 16,117 ",,,,,,,,,,,
163,AGS,Augusta Regional at Bush Field,Augusta,GA,423.34,447.91," 16,049 ",,,,,,,,,,,
164,GNV,Gainesville Regional,Gainesville,FL,425.05,449.72," 15,832 ",,,,,,,,,,,
165,SHV,Shreveport Regional,Shreveport,LA,475.82,503.44," 15,683 ",,,,,,,,,,,
166,CHO,Charlottesville Albemarle,Charlottesville,VA,420.33,444.73," 15,468 ",,,,,,,,,,,
167,BIS,Bismarck Municipal,Bismarck/Mandan,ND,384.25,406.55," 15,467 ",,,,,,,,,,,
168,SBP,San Luis County Regional,San Luis Obispo,CA,462.00,488.82," 15,158 ",,,,,,,,,,,
169,TVC,Cherry Capital,Traverse City,MI,420.93,445.36," 14,978 ",,,,,,,,,,,
170,DAB,Daytona Beach International,Daytona Beach,FL,407.19,430.83," 13,817 ",,,,,,,,,,,
171,MOB,Mobile Regional,Mobile,AL,468.94,496.17," 13,542 ",,,,,,,,,,,
172,JNU,Juneau International,Juneau,AK,454.05,480.41," 13,402 ",,,,,,,,,,,
173,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,495.33,524.08," 13,097 ",,,,,,,,,,,
174,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,425.81,450.53," 12,893 ",,,,,,,,,,,
175,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,148.40,157.01," 12,856 ",,,,,,,,,,,
176,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,407.94,431.62," 12,548 ",,,,,,,,,,,
177,JAC,Jackson Hole,Jackson,WY,507.53,537.00," 12,352 ",,,,,,,,,,,
178,GJT,Grand Junction Regional,Grand Junction,CO,427.57,452.39," 11,763 ",,,,,,,,,,,
179,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,352.79,373.27," 11,364 ",,,,,,,,,,,
180,PVU,Provo Municipal,Provo,UT,123.56,130.73," 11,296 ",,,,,,,,,,,
181,LCK,Rickenbacker International,Columbus,OH,154.27,163.23," 11,282 ",,,,,,,,,,,
182,MLB,Melbourne Orlando International,Melbourne,FL,400.97,424.24," 10,953 ",,,,,,,,,,,
183,MRY,Monterey Regional,Monterey,CA,380.59,402.68," 10,873 ",,,,,,,,,,,
184,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,499.78,528.79," 10,728 ",,,,,,,,,,,
185,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,421.41,445.88," 10,358 ",,,,,,,,,,,
186,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,461.14,487.91," 9,810 ",,,,,,,,,,,
187,EVV,Evansville Regional,Evansville,IN,449.72,475.82," 9,387 ",,,,,,,,,,,
188,RFD,Chicago/Rockford International,Rockford,IL,200.52,212.16," 9,274 ",,,,,,,,,,,
189,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,605.33,640.47," 9,218 ",,,,,,,,,,,
190,LBE,Arnold Palmer Regional,Latrobe,PA,131.05,138.66," 9,092 ",,,,,,,,,,,
191,MTJ,Montrose Regional,Montrose/Delta,CO,366.42,387.69," 9,054 ",,,,,,,,,,,
192,BFL,Meadows Field,Bakersfield,CA,459.66,486.34," 8,923 ",,,,,,,,,,,
193,DRO,Durango La Plata County,Durango,CO,531.50,562.35," 8,918 ",,,,,,,,,,,
194,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,408.75,432.47," 8,869 ",,,,,,,,,,,
195,MOT,Minot International,Minot,ND,401.09,424.38," 8,807 ",,,,,,,,,,,
196,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,137.28,145.25," 8,758 ",,,,,,,,,,,
197,GTF,Great Falls International,Great Falls,MT,421.78,446.27," 8,402 ",,,,,,,,,,,
198,STX,Henry E. Rohlsen,Christiansted,VI,392.42,415.19," 8,289 ",,,,,,,,,,,
199,MGM,Montgomery Regional,Montgomery,AL,491.29,519.81," 8,028 ",,,,,,,,,,,
200,BRO,Brownsville South Padre Island International,Brownsville,TX,453.81,480.15," 7,585 ",,,,,,,,,,,
201,DLH,Duluth International,Duluth,MN,426.56,451.32," 7,502 ",,,,,,,,,,,
202,LRD,Laredo International,Laredo,TX,433.73,458.91," 7,490 ",,,,,,,,,,,
203,PSE,Mercedita,Ponce,PR,214.82,227.29," 7,458 ",,,,,,,,,,,
204,USA,Concord Padgett Regional,Concord,NC,120.14,127.11," 7,251 ",,,,,,,,,,,
205,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,349.35,369.63," 7,025 ",,,,,,,,,,,
206,SGU,St George Regional,St. George,UT,471.43,498.79," 6,671 ",,,,,,,,,,,
207,SCE,University Park,State College,PA,465.27,492.28," 6,663 ",,,,,,,,,,,
208,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,277.60,293.71," 6,529 ",,,,,,,,,,,
209,RDD,Redding Regional,Redding,CA,321.26,339.91," 6,359 ",,,,,,,,,,,
210,GRK,Robert Gray AAF,Killeen,TX,391.66,414.40," 6,319 ",,,,,,,,,,,
211,HDN,Yampa Valley,Hayden,CO,364.69,385.86," 6,118 ",,,,,,,,,,,
212,EGE,Eagle County Regional,Eagle,CO,652.08,689.93," 5,888 ",,,,,,,,,,,
213,AEX,Alexandria International,Alexandria,LA,456.58,483.09," 5,783 ",,,,,,,,,,,
214,GFK,Grand Forks International,Grand Forks,ND,397.93,421.02," 5,737 ",,,,,,,,,,,
215,TOL,Eugene F Kranz Toledo Express,Toledo,OH,215.80,228.33," 5,651 ",,,,,,,,,,,
216,SCK,Stockton Metro,Stockton,CA,122.50,129.61," 5,611 ",,,,,,,,,,,
217,PBG,Plattsburgh International,Plattsburgh,NY,238.12,251.95," 5,586 ",,,,,,,,,,,
218,ORH,Worcester Regional,Worcester,MA,267.20,282.71," 5,549 ",,,,,,,,,,,
219,ELM,Elmira/Corning Regional,Elmira/Corning,NY,303.37,320.98," 5,505 ",,,,,,,,,,,
220,BET,Bethel Airport,Bethel,AK,375.31,397.10," 5,312 ",,,,,,,,,,,
221,YUM,Yuma MCAS/Yuma International,Yuma,AZ,445.36,471.21," 5,258 ",,,,,,,,,,,
222,SAF,Santa Fe Municipal,Santa Fe,NM,433.08,458.22," 5,229 ",,,,,,,,,,,
223,GUM,Guam International,Guam,TT,1499.38,1586.42," 5,218 ",,,,,,,,,,,
224,MLU,Monroe Regional,Monroe,LA,509.50,539.08," 5,172 ",,,,,,,,,,,
225,KTN,Ketchikan International,Ketchikan,AK,496.98,525.83," 5,128 ",,,,,,,,,,,
226,LNK,Lincoln Airport,Lincoln,NE,485.25,513.42," 5,025 ",,,,,,,,,,,
227,RST,Rochester International,Rochester,MN,360.27,381.18," 4,946 ",,,,,,,,,,,
228,ACK,Nantucket Memorial,Nantucket,MA,618.23,654.12," 4,855 ",,,,,,,,,,,
229,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,451.85,478.08," 4,846 ",,,,,,,,,,,
230,SPI,Abraham Lincoln Capital,Springfield,IL,291.15,308.05," 4,759 ",,,,,,,,,,,
231,COU,Columbia Regional,Columbia,MO,449.94,476.06," 4,756 ",,,,,,,,,,,
232,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,441.27,466.89," 4,741 ",,,,,,,,,,,
233,LAN,Capital Region International,Lansing,MI,412.28,436.21," 4,701 ",,,,,,,,,,,
234,CWA,Central Wisconsin,Mosinee,WI,543.83,575.40," 4,682 ",,,,,,,,,,,
235,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,477.98,505.73," 4,620 ",,,,,,,,,,,
236,HLN,Helena Regional,Helena,MT,494.83,523.56," 4,615 ",,,,,,,,,,,
237,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,460.26,486.98," 4,485 ",,,,,,,,,,,
238,GRI,Central Nebraska Regional,Grand Island,NE,288.67,305.43," 4,448 ",,,,,,,,,,,
239,MBS,MBS International,Saginaw/Bay City/Midland,MI,512.19,541.93," 4,353 ",,,,,,,,,,,
240,XWA,Williston Basin International,Williston,ND,564.75,597.53," 4,339 ",,,,,,,,,,,
241,IAG,Niagara Falls International,Niagara Falls,NY,165.24,174.83," 4,309 ",,,,,,,,,,,
242,HHH,Hilton Head Airport,Hilton Head,SC,338.46,358.11," 4,200 ",,,,,,,,,,,
243,FLG,Flagstaff Pulliam,Flagstaff,AZ,465.55,492.58," 4,171 ",,,,,,,,,,,
244,ABI,Abilene Regional,Abilene,TX,530.91,561.73," 4,165 ",,,,,,,,,,,
245,PUW,Pullman Moscow Regional,Pullman,WA,363.60,384.71," 4,162 ",,,,,,,,,,,
246,CSG,Columbus Airport,Columbus,GA,385.27,407.63," 4,148 ",,,,,,,,,,,
247,CPR,Casper/Natrona County International,Casper,WY,580.00,613.67," 4,132 ",,,,,,,,,,,
248,ERI,Erie International/Tom Ridge Field,Erie,PA,380.54,402.63," 4,108 ",,,,,,,,,,,
249,PSM,Portsmouth International at Pease,Portsmouth,NH,202.31,214.05," 3,923 ",,,,,,,,,,,
250,LSE,La Crosse Regional,La Crosse,WI,447.74,473.73," 3,870 ",,,,,,,,,,,
251,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,609.68,645.07," 3,845 ",,,,,,,,,,,
252,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,441.54,467.18," 3,794 ",,,,,,,,,,,
253,CMI,University of Illinois/Willard,Champaign/Urbana,IL,563.12,595.81," 3,728 ",,,,,,,,,,,
254,LCH,Lake Charles Regional,Lake Charles,LA,483.65,511.73," 3,704 ",,,,,,,,,,,
255,SIT,Sitka Rocky Gutierrez,Sitka,AK,452.29,478.54," 3,447 ",,,,,,,,,,,
256,ROW,Roswell Air Center,Roswell,NM,450.66,476.82," 3,386 ",,,,,,,,,,,
257,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,453.95,480.30," 3,367 ",,,,,,,,,,,
258,ADQ,Kodiak Airport,Kodiak,AK,507.44,536.89," 3,364 ",,,,,,,,,,,
259,FSM,Fort Smith Regional,Fort Smith,AR,567.16,600.08," 3,321 ",,,,,,,,,,,
260,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,534.55,565.58," 3,305 ",,,,,,,,,,,
261,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,509.64,539.22," 2,984 ",,,,,,,,,,,
262,ACT,Waco Regional,Waco,TX,542.52,574.01," 2,959 ",,,,,,,,,,,
263,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,576.00,609.44," 2,869 ",,,,,,,,,,,
