Average Domestic Airline Itinerary Fares By Origin City for Q1 2016 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
35,SJC,Norman Y. Mineta San Jose International,San Jose,CA,316.26,400.50," 284,602 ",,,,,,,,,,,
36,OAK,Metro Oakland International,Oakland,CA,299.57,379.36," 272,223 ",,,,,,,,,,,
37,DAL,Dallas Love Field,Dallas-Love Field,TX,267.35,338.57," 268,490 ",,,,,,,,,,,
38,SNA,John Wayne Airport-Orange County,Santa Ana,CA,358.71,454.26," 265,267 ",,,,,,,,,,,
39,MCI,Kansas City International,Kansas City,MO,375.26,475.21," 262,674 ",,,,,,,,,,,
40,MSY,Louis Armstrong New Orleans International,New Orleans,LA,324.90,411.44," 258,635 ",,,,,,,,,,,
41,CLE,Cleveland-Hopkins International,Cleveland,OH,348.69,441.56," 256,332 ",,,,,,,,,,,
42,IAD,Washington Dulles International,Washington-Dulles,DC,458.22,580.26," 253,348 ",,,,,,,,,,,
43,IND,Indianapolis International,Indianapolis,IN,356.61,451.60," 251,793 ",,,,,,,,,,,
44,SJU,Luis Munoz Marin International,San Juan,PR,302.36,382.90," 243,172 ",,,,,,,,,,,
45,SAT,San Antonio International,San Antonio,TX,393.52,498.34," 241,700 ",,,,,,,,,,,
46,PIT,Pittsburgh International,Pittsburgh,PA,388.00,491.34," 233,411 ",,,,,,,,,,,
47,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,430.48,545.14," 228,128 ",,,,,,,,,,,
48,CMH,John Glenn Columbus International,Columbus,OH,388.54,492.02," 213,465 ",,,,,,,,,,,
49,HOU,William P Hobby,Houston-Hobby,TX,334.84,424.02," 207,837 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,287.13,363.61," 200,474 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,387.54,490.76," 183,949 ",,,,,,,,,,,
52,ONT,Ontario International,Ontario,CA,346.38,438.64," 170,319 ",,,,,,,,,,,
53,JAX,Jacksonville International,Jacksonville,FL,386.85,489.89," 169,662 ",,,,,,,,,,,
54,MKE,General Mitchell International,Milwaukee,WI,353.28,447.38," 164,464 ",,,,,,,,,,,
55,BUR,Bob Hope,Burbank,CA,287.22,363.73," 160,987 ",,,,,,,,,,,
56,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,315.56,399.60," 157,443 ",,,,,,,,,,,
57,OMA,Eppley Airfield,Omaha,NE,403.35,510.78," 128,152 ",,,,,,,,,,,
58,MEM,Memphis International,Memphis,TN,398.98,505.25," 124,614 ",,,,,,,,,,,
59,RIC,Richmond International,Richmond,VA,425.02,538.22," 124,059 ",,,,,,,,,,,
60,BOI,Boise Air Terminal,Boise,ID,356.79,451.82," 123,162 ",,,,,,,,,,,
61,CHS,Charleston AFB/International,Charleston,SC,381.38,482.96," 122,207 ",,,,,,,,,,,
62,BUF,Buffalo Niagara International,Buffalo,NY,336.76,426.46," 121,735 ",,,,,,,,,,,
63,ORF,Norfolk International,Norfolk,VA,436.00,552.13," 117,993 ",,,,,,,,,,,
64,ABQ,Albuquerque International Sunport,Albuquerque,NM,373.92,473.51," 117,060 ",,,,,,,,,,,
65,OGG,Kahului Airport,Kahului,HI,306.67,388.35," 113,378 ",,,,,,,,,,,
66,ELP,El Paso International,El Paso,TX,399.36,505.74," 113,101 ",,,,,,,,,,,
67,GRR,Gerald R. Ford International,Grand Rapids,MI,402.11,509.21," 108,941 ",,,,,,,,,,,
68,OKC,Will Rogers World,Oklahoma City,OK,414.67,525.12," 107,989 ",,,,,,,,,,,
69,SDF,Louisville Muhammad Ali International,Louisville,KY,421.72,534.05," 106,632 ",,,,,,,,,,,
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,459.36,581.71," 105,666 ",,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,357.64,452.89," 104,809 ",,,,,,,,,,,
72,RNO,Reno/Tahoe International,Reno,NV,357.00,452.09," 100,069 ",,,,,,,,,,,
73,PVD,Rhode Island Tf Green International,Providence,RI,349.68,442.82," 96,518 ",,,,,,,,,,,
74,TUS,Tucson International,Tucson,AZ,388.22,491.63," 90,011 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,394.50,499.57," 86,426 ",,,,,,,,,,,
76,LGB,Long Beach Airport,Long Beach,CA,227.15,287.65," 85,454 ",,,,,,,,,,,
77,TUL,Tulsa International,Tulsa,OK,422.56,535.10," 80,986 ",,,,,,,,,,,
78,SYR,Syracuse Hancock International,Syracuse,NY,410.65,520.03," 79,344 ",,,,,,,,,,,
79,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,405.68,513.74," 78,452 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,393.22,497.95," 78,345 ",,,,,,,,,,,
81,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,449.05,568.66," 75,675 ",,,,,,,,,,,
82,SAV,Savannah/Hilton Head International,Savannah,GA,448.78,568.32," 74,039 ",,,,,,,,,,,
83,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,383.59,485.76," 72,280 ",,,,,,,,,,,
84,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,314.91,398.78," 67,891 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,490.15,620.70," 64,333 ",,,,,,,,,,,
86,MYR,Myrtle Beach International,Myrtle Beach,SC,332.95,421.63," 62,925 ",,,,,,,,,,,
87,PNS,Pensacola International,Pensacola,FL,454.77,575.90," 60,511 ",,,,,,,,,,,
88,GSP,Greenville-Spartanburg International,Greer,SC,433.87,549.43," 59,223 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,431.28,546.16," 58,992 ",,,,,,,,,,,
90,HPN,Westchester County,White Plains,NY,404.07,511.69," 58,461 ",,,,,,,,,,,
91,LIH,Lihue Airport,Lihue,HI,276.26,349.85," 58,367 ",,,,,,,,,,,
92,FAT,Fresno Yosemite International,Fresno,CA,433.13,548.50," 57,786 ",,,,,,,,,,,
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,441.24,558.77," 56,757 ",,,,,,,,,,,
94,MSN,Dane County Regional-Truax Field,Madison,WI,527.68,668.23," 55,194 ",,,,,,,,,,,
95,PWM,Portland International Jetport,Portland,ME,418.64,530.15," 54,716 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,376.95,477.36," 52,936 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,450.02,569.88," 50,546 ",,,,,,,,,,,
98,SFB,Orlando Sanford International,Sanford,FL,110.75,140.25," 47,740 ",,,,,,,,,,,
99,PIE,St Pete Clearwater International,St. Petersburg,FL,109.49,138.66," 47,279 ",,,,,,,,,,,
100,AVL,Asheville Regional,Asheville,NC,403.93,511.52," 46,964 ",,,,,,,,,,,
101,XNA,Northwest Arkansas National,Fayetteville,AR,559.52,708.55," 45,953 ",,,,,,,,,,,
102,EUG,Mahlon Sweet Field,Eugene,OR,357.13,452.25," 45,553 ",,,,,,,,,,,
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,405.70,513.76," 45,334 ",,,,,,,,,,,
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,456.76,578.42," 44,373 ",,,,,,,,,,,
105,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,127.51,161.47," 40,373 ",,,,,,,,,,,
106,ISP,Long Island MacArthur,Islip,NY,323.53,409.70," 39,682 ",,,,,,,,,,,
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,420.62,532.66," 39,310 ",,,,,,,,,,,
108,MHT,Manchester Boston Regional,Manchester,NH,374.40,474.12," 39,250 ",,,,,,,,,,,
109,MDT,Harrisburg International,Harrisburg,PA,471.98,597.69," 39,114 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,389.45,493.18," 37,951 ",,,,,,,,,,,
111,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,520.54,659.19," 36,064 ",,,,,,,,,,,
112,MAF,Midland International Air and Space Port,Midland/Odessa,TX,422.05,534.47," 35,477 ",,,,,,,,,,,
113,PGD,Punta Gorda Airport,Punta Gorda,FL,120.02,151.99," 34,911 ",,,,,,,,,,,
114,BTV,Burlington International,Burlington,VT,426.35,539.91," 34,302 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,512.26,648.70," 34,165 ",,,,,,,,,,,
116,LEX,Blue Grass,Lexington,KY,427.20,540.99," 33,204 ",,,,,,,,,,,
117,SBA,Santa Barbara Municipal,Santa Barbara,CA,519.52,657.89," 33,057 ",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,569.96,721.78," 32,418 ",,,,,,,,,,,
119,DAY,James M Cox/Dayton International,Dayton,OH,427.59,541.48," 32,281 ",,,,,,,,,,,
120,ITO,Hilo International,Hilo,HI,246.28,311.88," 31,863 ",,,,,,,,,,,
121,MFE,McAllen International,Mission/McAllen/Edinburg,TX,464.36,588.04," 30,582 ",,,,,,,,,,,
122,SGF,Springfield-Branson National,Springfield,MO,455.45,576.76," 29,988 ",,,,,,,,,,,
123,ILM,Wilmington International,Wilmington,NC,439.57,556.66," 29,838 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,304.02,385.00," 29,672 ",,,,,,,,,,,
125,MFR,Rogue Valley International - Medford,Medford,OR,365.42,462.75," 29,385 ",,,,,,,,,,,
126,FAR,Hector International,Fargo,ND,441.84,559.53," 28,922 ",,,,,,,,,,,
127,HVN,Tweed New Haven,New Haven,CT,398.45,504.58," 28,589 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,410.09,519.32," 28,485 ",,,,,,,,,,,
129,ATW,Appleton International,Appleton,WI,468.66,593.49," 28,471 ",,,,,,,,,,,
130,CAE,Columbia Metropolitan,Columbia,SC,433.46,548.91," 28,304 ",,,,,,,,,,,
131,ACY,Atlantic City International,Atlantic City,NJ,130.03,164.67," 27,914 ",,,,,,,,,,,
132,ECP,Northwest Florida Beaches International,Panama City,FL,463.41,586.84," 27,650 ",,,,,,,,,,,
133,LBB,Lubbock Preston Smith International,Lubbock,TX,407.18,515.63," 26,643 ",,,,,,,,,,,
134,FAI,Fairbanks International,Fairbanks,AK,427.60,541.49," 25,849 ",,,,,,,,,,,
135,CHA,Lovell Field,Chattanooga,TN,423.89,536.80," 25,231 ",,,,,,,,,,,
136,HRL,Valley International,Harlingen/San Benito,TX,372.76,472.05," 25,134 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,369.03,467.32," 24,297 ",,,,,,,,,,,
138,FWA,Fort Wayne International,Fort Wayne,IN,377.52,478.08," 23,986 ",,,,,,,,,,,
139,SBN,South Bend International,South Bend,IN,324.47,410.90," 23,412 ",,,,,,,,,,,
140,TTN,Trenton Mercer,Trenton,NJ,150.71,190.85," 23,320 ",,,,,,,,,,,
141,STT,Cyril E King,Charlotte Amalie,VI,408.39,517.17," 22,552 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,400.10,506.67," 22,036 ",,,,,,,,,,,
143,TLH,Tallahassee International,Tallahassee,FL,574.79,727.89," 21,803 ",,,,,,,,,,,
144,FNT,Bishop International,Flint,MI,383.26,485.34," 21,759 ",,,,,,,,,,,
145,BLI,Bellingham International,Bellingham,WA,219.52,277.99," 21,095 ",,,,,,,,,,,
146,BIL,Billings Logan International,Billings,MT,410.16,519.41," 21,002 ",,,,,,,,,,,
147,BQN,Rafael Hernandez,Aguadilla,PR,235.07,297.68," 20,914 ",,,,,,,,,,,
148,PIA,General Downing - Peoria International,Peoria,IL,320.65,406.05," 19,868 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,423.87,536.77," 19,558 ",,,,,,,,,,,
150,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,489.30,619.63," 18,900 ",,,,,,,,,,,
151,BGR,Bangor International,Bangor,ME,332.24,420.73," 18,535 ",,,,,,,,,,,
152,FCA,Glacier Park International,Kalispell,MT,459.77,582.23," 18,363 ",,,,,,,,,,,
153,CAK,Akron-Canton Regional,Akron,OH,332.78,421.42," 18,054 ",,,,,,,,,,,
154,GRB,Green Bay Austin Straubel International,Green Bay,WI,661.55,837.76," 17,912 ",,,,,,,,,,,
155,MLI,Quad Cities International,Moline,IL,374.35,474.06," 17,389 ",,,,,,,,,,,
156,CRP,Corpus Christi International,Corpus Christi,TX,438.81,555.69," 17,271 ",,,,,,,,,,,
157,IDA,Idaho Falls Regional,Idaho Falls,ID,537.77,681.01," 17,158 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,512.33,648.80," 16,923 ",,,,,,,,,,,
159,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,271.28,343.54," 16,643 ",,,,,,,,,,,
160,EYW,Key West International,Key West,FL,489.57,619.96," 16,593 ",,,,,,,,,,,
161,RAP,Rapid City Regional,Rapid City,SD,471.52,597.11," 16,117 ",,,,,,,,,,,
162,AGS,Augusta Regional at Bush Field,Augusta,GA,445.93,564.70," 16,049 ",,,,,,,,,,,
163,GNV,Gainesville Regional,Gainesville,FL,457.77,579.70," 15,832 ",,,,,,,,,,,
164,SHV,Shreveport Regional,Shreveport,LA,529.61,670.68," 15,683 ",,,,,,,,,,,
165,CHO,Charlottesville Albemarle,Charlottesville,VA,419.90,531.75," 15,468 ",,,,,,,,,,,
166,BIS,Bismarck Municipal,Bismarck/Mandan,ND,378.20,478.93," 15,467 ",,,,,,,,,,,
167,SBP,San Luis County Regional,San Luis Obispo,CA,517.95,655.91," 15,158 ",,,,,,,,,,,
168,TVC,Cherry Capital,Traverse City,MI,565.49,716.11," 14,978 ",,,,,,,,,,,
169,DAB,Daytona Beach International,Daytona Beach,FL,363.37,460.16," 13,817 ",,,,,,,,,,,
170,MOB,Mobile Regional,Mobile,AL,554.86,702.65," 13,542 ",,,,,,,,,,,
171,JNU,Juneau International,Juneau,AK,375.54,475.57," 13,402 ",,,,,,,,,,,
172,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,580.83,735.53," 13,097 ",,,,,,,,,,,
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,472.22,598.00," 12,893 ",,,,,,,,,,,
174,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,88.23,111.73," 12,856 ",,,,,,,,,,,
175,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,361.86,458.24," 12,548 ",,,,,,,,,,,
176,JAC,Jackson Hole,Jackson,WY,642.76,813.97," 12,352 ",,,,,,,,,,,
177,GJT,Grand Junction Regional,Grand Junction,CO,500.85,634.25," 11,763 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,383.44,485.57," 11,364 ",,,,,,,,,,,
179,PVU,Provo Municipal,Provo,UT,89.04,112.76," 11,296 ",,,,,,,,,,,
180,LCK,Rickenbacker International,Columbus,OH,101.15,128.09," 11,282 ",,,,,,,,,,,
181,MLB,Melbourne Orlando International,Melbourne,FL,395.00,500.22," 10,953 ",,,,,,,,,,,
182,MRY,Monterey Regional,Monterey,CA,380.23,481.50," 10,873 ",,,,,,,,,,,
183,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,503.20,637.23," 10,728 ",,,,,,,,,,,
184,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,434.28,549.96," 10,358 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,579.45,733.79," 9,810 ",,,,,,,,,,,
186,EVV,Evansville Regional,Evansville,IN,551.27,698.11," 9,387 ",,,,,,,,,,,
187,RFD,Chicago/Rockford International,Rockford,IL,130.01,164.64," 9,274 ",,,,,,,,,,,
188,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,630.41,798.32," 9,218 ",,,,,,,,,,,
189,LBE,Arnold Palmer Regional,Latrobe,PA,137.92,174.66," 9,092 ",,,,,,,,,,,
190,MTJ,Montrose Regional,Montrose/Delta,CO,438.84,555.73," 9,054 ",,,,,,,,,,,
191,BFL,Meadows Field,Bakersfield,CA,581.38,736.23," 8,923 ",,,,,,,,,,,
192,DRO,Durango La Plata County,Durango,CO,528.33,669.05," 8,918 ",,,,,,,,,,,
193,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,412.26,522.07," 8,869 ",,,,,,,,,,,
194,MOT,Minot International,Minot,ND,380.27,481.56," 8,807 ",,,,,,,,,,,
195,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,316.53,400.84," 8,758 ",,,,,,,,,,,
196,GTF,Great Falls International,Great Falls,MT,369.01,467.30," 8,402 ",,,,,,,,,,,
197,STX,Henry E. Rohlsen,Christiansted,VI,402.45,509.64," 8,289 ",,,,,,,,,,,
198,MGM,Montgomery Regional,Montgomery,AL,500.15,633.36," 8,028 ",,,,,,,,,,,
199,BRO,Brownsville South Padre Island International,Brownsville,TX,553.73,701.22," 7,585 ",,,,,,,,,,,
200,DLH,Duluth International,Duluth,MN,574.79,727.89," 7,502 ",,,,,,,,,,,
201,LRD,Laredo International,Laredo,TX,440.27,557.54," 7,490 ",,,,,,,,,,,
202,PSE,Mercedita,Ponce,PR,227.64,288.28," 7,458 ",,,,,,,,,,,
203,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,618.92,783.77," 7,025 ",,,,,,,,,,,
204,SGU,St George Regional,St. George,UT,460.79,583.52," 6,671 ",,,,,,,,,,,
205,SCE,University Park,State College,PA,610.25,772.79," 6,663 ",,,,,,,,,,,
206,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,249.67,316.17," 6,529 ",,,,,,,,,,,
207,RDD,Redding Regional,Redding,CA,483.35,612.10," 6,359 ",,,,,,,,,,,
208,GRK,Robert Gray AAF,Killeen,TX,488.21,618.25," 6,319 ",,,,,,,,,,,
209,HDN,Yampa Valley,Hayden,CO,514.07,650.99," 6,118 ",,,,,,,,,,,
210,EGE,Eagle County Regional,Eagle,CO,660.72,836.71," 5,888 ",,,,,,,,,,,
211,AEX,Alexandria International,Alexandria,LA,557.99,706.61," 5,783 ",,,,,,,,,,,
212,GFK,Grand Forks International,Grand Forks,ND,328.68,416.22," 5,737 ",,,,,,,,,,,
213,TOL,Eugene F Kranz Toledo Express,Toledo,OH,198.23,251.04," 5,651 ",,,,,,,,,,,
214,SCK,Stockton Metro,Stockton,CA,79.50,100.68," 5,611 ",,,,,,,,,,,
215,PBG,Plattsburgh International,Plattsburgh,NY,125.27,158.64," 5,586 ",,,,,,,,,,,
216,ORH,Worcester Regional,Worcester,MA,297.27,376.45," 5,549 ",,,,,,,,,,,
217,ELM,Elmira/Corning Regional,Elmira/Corning,NY,343.43,434.91," 5,505 ",,,,,,,,,,,
218,BET,Bethel Airport,Bethel,AK,409.72,518.84," 5,312 ",,,,,,,,,,,
219,YUM,Yuma MCAS/Yuma International,Yuma,AZ,476.47,603.37," 5,258 ",,,,,,,,,,,
220,SAF,Santa Fe Municipal,Santa Fe,NM,502.98,636.95," 5,229 ",,,,,,,,,,,
221,GUM,Guam International,Guam,TT,1609.30,2037.95," 5,218 ",,,,,,,,,,,
222,MLU,Monroe Regional,Monroe,LA,604.24,765.19," 5,172 ",,,,,,,,,,,
223,KTN,Ketchikan International,Ketchikan,AK,499.99,633.17," 5,128 ",,,,,,,,,,,
224,LNK,Lincoln Airport,Lincoln,NE,505.21,639.77," 5,025 ",,,,,,,,,,,
225,RST,Rochester International,Rochester,MN,455.27,576.53," 4,946 ",,,,,,,,,,,
226,ACK,Nantucket Memorial,Nantucket,MA,545.84,691.23," 4,855 ",,,,,,,,,,,
227,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,486.29,615.82," 4,846 ",,,,,,,,,,,
228,SPI,Abraham Lincoln Capital,Springfield,IL,297.56,376.81," 4,759 ",,,,,,,,,,,
229,COU,Columbia Regional,Columbia,MO,529.94,671.09," 4,756 ",,,,,,,,,,,
230,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,472.91,598.88," 4,741 ",,,,,,,,,,,
231,LAN,Capital Region International,Lansing,MI,506.35,641.21," 4,701 ",,,,,,,,,,,
232,CWA,Central Wisconsin,Mosinee,WI,610.42,773.01," 4,682 ",,,,,,,,,,,
233,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,509.93,645.75," 4,620 ",,,,,,,,,,,
234,HLN,Helena Regional,Helena,MT,500.53,633.85," 4,615 ",,,,,,,,,,,
235,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,530.45,671.74," 4,485 ",,,,,,,,,,,
236,GRI,Central Nebraska Regional,Grand Island,NE,237.32,300.53," 4,448 ",,,,,,,,,,,
237,MBS,MBS International,Saginaw/Bay City/Midland,MI,556.30,704.47," 4,353 ",,,,,,,,,,,
238,IAG,Niagara Falls International,Niagara Falls,NY,118.67,150.27," 4,309 ",,,,,,,,,,,
239,HHH,Hilton Head Airport,Hilton Head,SC,529.17,670.12," 4,200 ",,,,,,,,,,,
240,FLG,Flagstaff Pulliam,Flagstaff,AZ,451.62,571.91," 4,171 ",,,,,,,,,,,
241,ABI,Abilene Regional,Abilene,TX,464.93,588.77," 4,165 ",,,,,,,,,,,
242,PUW,Pullman Moscow Regional,Pullman,WA,363.40,460.20," 4,162 ",,,,,,,,,,,
243,CSG,Columbus Airport,Columbus,GA,514.80,651.92," 4,148 ",,,,,,,,,,,
244,CPR,Casper/Natrona County International,Casper,WY,475.65,602.34," 4,132 ",,,,,,,,,,,
245,ERI,Erie International/Tom Ridge Field,Erie,PA,416.08,526.91," 4,108 ",,,,,,,,,,,
246,PSM,Portsmouth International at Pease,Portsmouth,NH,114.55,145.06," 3,923 ",,,,,,,,,,,
247,LSE,La Crosse Regional,La Crosse,WI,529.99,671.16," 3,870 ",,,,,,,,,,,
248,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,446.78,565.78," 3,845 ",,,,,,,,,,,
249,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,430.20,544.78," 3,794 ",,,,,,,,,,,
250,CMI,University of Illinois/Willard,Champaign/Urbana,IL,537.75,680.99," 3,728 ",,,,,,,,,,,
251,LCH,Lake Charles Regional,Lake Charles,LA,618.18,782.83," 3,704 ",,,,,,,,,,,
252,SIT,Sitka Rocky Gutierrez,Sitka,AK,420.81,532.90," 3,447 ",,,,,,,,,,,
253,ROW,Roswell Air Center,Roswell,NM,513.13,649.80," 3,386 ",,,,,,,,,,,
254,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,539.57,683.28," 3,367 ",,,,,,,,,,,
255,ADQ,Kodiak Airport,Kodiak,AK,540.32,684.23," 3,364 ",,,,,,,,,,,
256,FSM,Fort Smith Regional,Fort Smith,AR,610.75,773.42," 3,321 ",,,,,,,,,,,
257,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,479.67,607.43," 3,305 ",,,,,,,,,,,
258,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,401.31,508.20," 2,984 ",,,,,,,,,,,
259,ACT,Waco Regional,Waco,TX,508.62,644.09," 2,959 ",,,,,,,,,,,
260,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,723.42,916.11," 2,869 ",,,,,,,,,,,
261,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,143.67,181.94," 2,835 ",,,,,,,,,,,
262,CLL,Easterwood Field,College Station/Bryan,TX,544.55,689.60," 2,696 ",,,,,,,,,,,
263,LWS,Lewiston Nez Perce County,Lewiston,ID,405.50,513.51," 2,577 ",,,,,,,,,,,
