Average Domestic Airline Itinerary Fares By Origin City for Q1 2017 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
37,DAL,Dallas Love Field,Dallas-Love Field,TX,283.47,350.09," 268,490 ",,,,,,,,,,,
38,SNA,John Wayne Airport-Orange County,Santa Ana,CA,358.70,442.99," 265,267 ",,,,,,,,,,,
39,MCI,Kansas City International,Kansas City,MO,362.48,447.66," 262,674 ",,,,,,,,,,,
40,MSY,Louis Armstrong New Orleans International,New Orleans,LA,321.18,396.65," 258,635 ",,,,,,,,,,,
41,CLE,Cleveland-Hopkins International,Cleveland,OH,355.60,439.16," 256,332 ",,,,,,,,,,,
42,IAD,Washington Dulles International,Washington-Dulles,DC,439.98,543.37," 253,348 ",,,,,,,,,,,
43,IND,Indianapolis International,Indianapolis,IN,364.21,449.80," 251,793 ",,,,,,,,,,,
44,SJU,Luis Munoz Marin International,San Juan,PR,282.18,348.49," 243,172 ",,,,,,,,,,,
45,SAT,San Antonio International,San Antonio,TX,398.89,492.63," 241,700 ",,,,,,,,,,,
46,PIT,Pittsburgh International,Pittsburgh,PA,376.57,465.06," 233,411 ",,,,,,,,,,,
47,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,386.22,476.98," 228,128 ",,,,,,,,,,,
48,CMH,John Glenn Columbus International,Columbus,OH,385.31,475.86," 213,465 ",,,,,,,,,,,
49,HOU,William P Hobby,Houston-Hobby,TX,339.63,419.45," 207,837 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,312.41,385.82," 200,474 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,370.88,458.03," 183,949 ",,,,,,,,,,,
52,ONT,Ontario International,Ontario,CA,327.72,404.73," 170,319 ",,,,,,,,,,,
53,JAX,Jacksonville International,Jacksonville,FL,384.71,475.11," 169,662 ",,,,,,,,,,,
54,MKE,General Mitchell International,Milwaukee,WI,359.31,443.75," 164,464 ",,,,,,,,,,,
55,BUR,Bob Hope,Burbank,CA,269.58,332.93," 160,987 ",,,,,,,,,,,
56,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,322.61,398.42," 157,443 ",,,,,,,,,,,
57,OMA,Eppley Airfield,Omaha,NE,391.82,483.90," 128,152 ",,,,,,,,,,,
58,MEM,Memphis International,Memphis,TN,406.86,502.47," 124,614 ",,,,,,,,,,,
59,RIC,Richmond International,Richmond,VA,417.76,515.94," 124,059 ",,,,,,,,,,,
60,BOI,Boise Air Terminal,Boise,ID,344.75,425.77," 123,162 ",,,,,,,,,,,
61,CHS,Charleston AFB/International,Charleston,SC,373.80,461.64," 122,207 ",,,,,,,,,,,
62,BUF,Buffalo Niagara International,Buffalo,NY,320.51,395.83," 121,735 ",,,,,,,,,,,
63,ORF,Norfolk International,Norfolk,VA,426.16,526.30," 117,993 ",,,,,,,,,,,
64,ABQ,Albuquerque International Sunport,Albuquerque,NM,376.39,464.84," 117,060 ",,,,,,,,,,,
65,OGG,Kahului Airport,Kahului,HI,300.07,370.58," 113,378 ",,,,,,,,,,,
66,ELP,El Paso International,El Paso,TX,394.37,487.05," 113,101 ",,,,,,,,,,,
67,GRR,Gerald R. Ford International,Grand Rapids,MI,395.16,488.02," 108,941 ",,,,,,,,,,,
68,OKC,Will Rogers World,Oklahoma City,OK,413.88,511.14," 107,989 ",,,,,,,,,,,
69,SDF,Louisville Muhammad Ali International,Louisville,KY,423.69,523.26," 106,632 ",,,,,,,,,,,
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,447.84,553.09," 105,666 ",,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,351.89,434.58," 104,809 ",,,,,,,,,,,
72,RNO,Reno/Tahoe International,Reno,NV,344.14,425.01," 100,069 ",,,,,,,,,,,
73,PVD,Rhode Island Tf Green International,Providence,RI,347.41,429.05," 96,518 ",,,,,,,,,,,
74,TUS,Tucson International,Tucson,AZ,377.02,465.62," 90,011 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,381.63,471.31," 86,426 ",,,,,,,,,,,
76,LGB,Long Beach Airport,Long Beach,CA,187.76,231.89," 85,454 ",,,,,,,,,,,
77,TUL,Tulsa International,Tulsa,OK,425.53,525.53," 80,986 ",,,,,,,,,,,
78,SYR,Syracuse Hancock International,Syracuse,NY,404.80,499.93," 79,344 ",,,,,,,,,,,
79,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,402.47,497.05," 78,452 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,381.80,471.53," 78,345 ",,,,,,,,,,,
81,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,449.60,555.25," 75,675 ",,,,,,,,,,,
82,SAV,Savannah/Hilton Head International,Savannah,GA,419.09,517.57," 74,039 ",,,,,,,,,,,
83,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,377.66,466.40," 72,280 ",,,,,,,,,,,
84,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,320.96,396.39," 67,891 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,461.56,570.03," 64,333 ",,,,,,,,,,,
86,MYR,Myrtle Beach International,Myrtle Beach,SC,337.61,416.94," 62,925 ",,,,,,,,,,,
87,PNS,Pensacola International,Pensacola,FL,443.24,547.40," 60,511 ",,,,,,,,,,,
88,GSP,Greenville-Spartanburg International,Greer,SC,428.42,529.10," 59,223 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,388.31,479.57," 58,992 ",,,,,,,,,,,
90,HPN,Westchester County,White Plains,NY,398.87,492.60," 58,461 ",,,,,,,,,,,
91,LIH,Lihue Airport,Lihue,HI,283.79,350.48," 58,367 ",,,,,,,,,,,
92,FAT,Fresno Yosemite International,Fresno,CA,406.89,502.51," 57,786 ",,,,,,,,,,,
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,436.61,539.21," 56,757 ",,,,,,,,,,,
94,MSN,Dane County Regional-Truax Field,Madison,WI,487.51,602.07," 55,194 ",,,,,,,,,,,
95,PWM,Portland International Jetport,Portland,ME,392.79,485.10," 54,716 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,368.57,455.19," 52,936 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,476.08,587.96," 50,546 ",,,,,,,,,,,
98,SFB,Orlando Sanford International,Sanford,FL,97.34,120.22," 47,740 ",,,,,,,,,,,
99,PIE,St Pete Clearwater International,St. Petersburg,FL,102.36,126.41," 47,279 ",,,,,,,,,,,
100,AVL,Asheville Regional,Asheville,NC,414.75,512.21," 46,964 ",,,,,,,,,,,
101,XNA,Northwest Arkansas National,Fayetteville,AR,538.01,664.44," 45,953 ",,,,,,,,,,,
102,EUG,Mahlon Sweet Field,Eugene,OR,366.17,452.22," 45,553 ",,,,,,,,,,,
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,403.12,497.85," 45,334 ",,,,,,,,,,,
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,445.06,549.64," 44,373 ",,,,,,,,,,,
105,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,113.80,140.54," 40,373 ",,,,,,,,,,,
106,ISP,Long Island MacArthur,Islip,NY,339.73,419.56," 39,682 ",,,,,,,,,,,
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,364.34,449.96," 39,310 ",,,,,,,,,,,
108,MHT,Manchester Boston Regional,Manchester,NH,376.21,464.61," 39,250 ",,,,,,,,,,,
109,MDT,Harrisburg International,Harrisburg,PA,452.59,558.94," 39,114 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,384.94,475.40," 37,951 ",,,,,,,,,,,
111,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,524.35,647.57," 36,064 ",,,,,,,,,,,
112,MAF,Midland International Air and Space Port,Midland/Odessa,TX,441.45,545.18," 35,477 ",,,,,,,,,,,
113,PGD,Punta Gorda Airport,Punta Gorda,FL,118.56,146.42," 34,911 ",,,,,,,,,,,
114,BTV,Burlington International,Burlington,VT,418.93,517.37," 34,302 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,460.70,568.96," 34,165 ",,,,,,,,,,,
116,LEX,Blue Grass,Lexington,KY,418.02,516.25," 33,204 ",,,,,,,,,,,
117,SBA,Santa Barbara Municipal,Santa Barbara,CA,512.09,632.43," 33,057 ",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,574.43,709.42," 32,418 ",,,,,,,,,,,
119,DAY,James M Cox/Dayton International,Dayton,OH,397.07,490.37," 32,281 ",,,,,,,,,,,
120,ITO,Hilo International,Hilo,HI,262.43,324.09," 31,863 ",,,,,,,,,,,
121,MFE,McAllen International,Mission/McAllen/Edinburg,TX,456.29,563.51," 30,582 ",,,,,,,,,,,
122,SGF,Springfield-Branson National,Springfield,MO,435.55,537.91," 29,988 ",,,,,,,,,,,
123,ILM,Wilmington International,Wilmington,NC,438.07,541.01," 29,838 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,325.76,402.31," 29,672 ",,,,,,,,,,,
125,MFR,Rogue Valley International - Medford,Medford,OR,368.53,455.13," 29,385 ",,,,,,,,,,,
126,FAR,Hector International,Fargo,ND,439.71,543.03," 28,922 ",,,,,,,,,,,
127,HVN,Tweed New Haven,New Haven,CT,368.91,455.61," 28,589 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,398.69,492.38," 28,485 ",,,,,,,,,,,
129,ATW,Appleton International,Appleton,WI,455.91,563.04," 28,471 ",,,,,,,,,,,
130,CAE,Columbia Metropolitan,Columbia,SC,474.24,585.69," 28,304 ",,,,,,,,,,,
131,ACY,Atlantic City International,Atlantic City,NJ,121.75,150.37," 27,914 ",,,,,,,,,,,
132,ECP,Northwest Florida Beaches International,Panama City,FL,463.35,572.24," 27,650 ",,,,,,,,,,,
133,LBB,Lubbock Preston Smith International,Lubbock,TX,405.15,500.36," 26,643 ",,,,,,,,,,,
134,FAI,Fairbanks International,Fairbanks,AK,407.88,503.73," 25,849 ",,,,,,,,,,,
135,CHA,Lovell Field,Chattanooga,TN,403.69,498.55," 25,231 ",,,,,,,,,,,
136,HRL,Valley International,Harlingen/San Benito,TX,370.79,457.92," 25,134 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,374.50,462.50," 24,297 ",,,,,,,,,,,
138,FWA,Fort Wayne International,Fort Wayne,IN,392.16,484.31," 23,986 ",,,,,,,,,,,
139,SBN,South Bend International,South Bend,IN,346.10,427.43," 23,412 ",,,,,,,,,,,
140,TTN,Trenton Mercer,Trenton,NJ,247.64,305.83," 23,320 ",,,,,,,,,,,
141,STT,Cyril E King,Charlotte Amalie,VI,372.22,459.69," 22,552 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,418.22,516.50," 22,036 ",,,,,,,,,,,
143,TLH,Tallahassee International,Tallahassee,FL,545.05,673.13," 21,803 ",,,,,,,,,,,
144,FNT,Bishop International,Flint,MI,368.86,455.54," 21,759 ",,,,,,,,,,,
145,BLI,Bellingham International,Bellingham,WA,231.54,285.95," 21,095 ",,,,,,,,,,,
146,BIL,Billings Logan International,Billings,MT,431.82,533.29," 21,002 ",,,,,,,,,,,
147,BQN,Rafael Hernandez,Aguadilla,PR,205.41,253.68," 20,914 ",,,,,,,,,,,
148,PIA,General Downing - Peoria International,Peoria,IL,314.26,388.10," 19,868 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,422.36,521.61," 19,558 ",,,,,,,,,,,
150,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,471.03,581.72," 18,900 ",,,,,,,,,,,
151,BGR,Bangor International,Bangor,ME,345.94,427.24," 18,535 ",,,,,,,,,,,
152,FCA,Glacier Park International,Kalispell,MT,465.03,574.31," 18,363 ",,,,,,,,,,,
153,CAK,Akron-Canton Regional,Akron,OH,296.26,365.88," 18,054 ",,,,,,,,,,,
154,GRB,Green Bay Austin Straubel International,Green Bay,WI,613.76,757.99," 17,912 ",,,,,,,,,,,
155,MLI,Quad Cities International,Moline,IL,368.43,455.01," 17,389 ",,,,,,,,,,,
156,CRP,Corpus Christi International,Corpus Christi,TX,441.71,545.51," 17,271 ",,,,,,,,,,,
157,IDA,Idaho Falls Regional,Idaho Falls,ID,526.62,650.38," 17,158 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,498.82,616.04," 16,923 ",,,,,,,,,,,
159,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,262.72,324.46," 16,643 ",,,,,,,,,,,
160,EYW,Key West International,Key West,FL,462.49,571.17," 16,593 ",,,,,,,,,,,
161,RAP,Rapid City Regional,Rapid City,SD,454.41,561.20," 16,117 ",,,,,,,,,,,
162,AGS,Augusta Regional at Bush Field,Augusta,GA,434.81,536.98," 16,049 ",,,,,,,,,,,
163,GNV,Gainesville Regional,Gainesville,FL,467.23,577.03," 15,832 ",,,,,,,,,,,
164,SHV,Shreveport Regional,Shreveport,LA,504.53,623.09," 15,683 ",,,,,,,,,,,
165,CHO,Charlottesville Albemarle,Charlottesville,VA,420.83,519.72," 15,468 ",,,,,,,,,,,
166,BIS,Bismarck Municipal,Bismarck/Mandan,ND,379.21,468.32," 15,467 ",,,,,,,,,,,
167,SBP,San Luis County Regional,San Luis Obispo,CA,488.12,602.83," 15,158 ",,,,,,,,,,,
168,TVC,Cherry Capital,Traverse City,MI,528.23,652.36," 14,978 ",,,,,,,,,,,
169,DAB,Daytona Beach International,Daytona Beach,FL,369.64,456.51," 13,817 ",,,,,,,,,,,
170,MOB,Mobile Regional,Mobile,AL,507.43,626.67," 13,542 ",,,,,,,,,,,
171,JNU,Juneau International,Juneau,AK,426.04,526.15," 13,402 ",,,,,,,,,,,
172,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,518.98,640.93," 13,097 ",,,,,,,,,,,
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,462.71,571.45," 12,893 ",,,,,,,,,,,
174,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,95.11,117.46," 12,856 ",,,,,,,,,,,
175,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,362.83,448.09," 12,548 ",,,,,,,,,,,
176,JAC,Jackson Hole,Jackson,WY,676.48,835.44," 12,352 ",,,,,,,,,,,
177,GJT,Grand Junction Regional,Grand Junction,CO,483.08,596.61," 11,763 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,416.03,513.80," 11,364 ",,,,,,,,,,,
179,PVU,Provo Municipal,Provo,UT,77.04,95.15," 11,296 ",,,,,,,,,,,
180,LCK,Rickenbacker International,Columbus,OH,98.45,121.59," 11,282 ",,,,,,,,,,,
181,MLB,Melbourne Orlando International,Melbourne,FL,399.54,493.43," 10,953 ",,,,,,,,,,,
182,MRY,Monterey Regional,Monterey,CA,353.86,437.02," 10,873 ",,,,,,,,,,,
183,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,553.55,683.63," 10,728 ",,,,,,,,,,,
184,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,434.80,536.97," 10,358 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,533.05,658.31," 9,810 ",,,,,,,,,,,
186,EVV,Evansville Regional,Evansville,IN,490.20,605.40," 9,387 ",,,,,,,,,,,
187,RFD,Chicago/Rockford International,Rockford,IL,137.32,169.59," 9,274 ",,,,,,,,,,,
188,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,688.49,850.29," 9,218 ",,,,,,,,,,,
189,LBE,Arnold Palmer Regional,Latrobe,PA,128.07,158.16," 9,092 ",,,,,,,,,,,
190,MTJ,Montrose Regional,Montrose/Delta,CO,530.66,655.36," 9,054 ",,,,,,,,,,,
191,BFL,Meadows Field,Bakersfield,CA,552.54,682.38," 8,923 ",,,,,,,,,,,
192,DRO,Durango La Plata County,Durango,CO,537.32,663.59," 8,918 ",,,,,,,,,,,
193,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,405.96,501.35," 8,869 ",,,,,,,,,,,
194,MOT,Minot International,Minot,ND,431.19,532.51," 8,807 ",,,,,,,,,,,
195,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,313.18,386.77," 8,758 ",,,,,,,,,,,
196,GTF,Great Falls International,Great Falls,MT,375.30,463.49," 8,402 ",,,,,,,,,,,
197,STX,Henry E. Rohlsen,Christiansted,VI,406.38,501.88," 8,289 ",,,,,,,,,,,
198,MGM,Montgomery Regional,Montgomery,AL,539.80,666.65," 8,028 ",,,,,,,,,,,
199,BRO,Brownsville South Padre Island International,Brownsville,TX,467.18,576.97," 7,585 ",,,,,,,,,,,
200,DLH,Duluth International,Duluth,MN,558.99,690.35," 7,502 ",,,,,,,,,,,
201,LRD,Laredo International,Laredo,TX,424.90,524.75," 7,490 ",,,,,,,,,,,
202,PSE,Mercedita,Ponce,PR,213.29,263.42," 7,458 ",,,,,,,,,,,
203,USA,Concord Padgett Regional,Concord,NC,78.45,96.88," 7,251 ",,,,,,,,,,,
204,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,654.82,808.70," 7,025 ",,,,,,,,,,,
205,SGU,St George Regional,St. George,UT,435.75,538.15," 6,671 ",,,,,,,,,,,
206,SCE,University Park,State College,PA,548.94,677.94," 6,663 ",,,,,,,,,,,
207,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,240.78,297.37," 6,529 ",,,,,,,,,,,
208,RDD,Redding Regional,Redding,CA,442.46,546.44," 6,359 ",,,,,,,,,,,
209,GRK,Robert Gray AAF,Killeen,TX,502.78,620.93," 6,319 ",,,,,,,,,,,
210,HDN,Yampa Valley,Hayden,CO,534.30,659.86," 6,118 ",,,,,,,,,,,
211,EGE,Eagle County Regional,Eagle,CO,687.42,848.96," 5,888 ",,,,,,,,,,,
212,AEX,Alexandria International,Alexandria,LA,508.65,628.18," 5,783 ",,,,,,,,,,,
213,GFK,Grand Forks International,Grand Forks,ND,371.24,458.49," 5,737 ",,,,,,,,,,,
214,TOL,Eugene F Kranz Toledo Express,Toledo,OH,194.49,240.20," 5,651 ",,,,,,,,,,,
215,SCK,Stockton Metro,Stockton,CA,87.26,107.77," 5,611 ",,,,,,,,,,,
216,PBG,Plattsburgh International,Plattsburgh,NY,126.35,156.04," 5,586 ",,,,,,,,,,,
217,ORH,Worcester Regional,Worcester,MA,311.27,384.42," 5,549 ",,,,,,,,,,,
218,ELM,Elmira/Corning Regional,Elmira/Corning,NY,354.26,437.51," 5,505 ",,,,,,,,,,,
219,BET,Bethel Airport,Bethel,AK,370.07,457.04," 5,312 ",,,,,,,,,,,
220,YUM,Yuma MCAS/Yuma International,Yuma,AZ,517.29,638.85," 5,258 ",,,,,,,,,,,
221,SAF,Santa Fe Municipal,Santa Fe,NM,429.14,529.98," 5,229 ",,,,,,,,,,,
222,GUM,Guam International,Guam,TT,1606.10,1983.53," 5,218 ",,,,,,,,,,,
223,MLU,Monroe Regional,Monroe,LA,549.67,678.84," 5,172 ",,,,,,,,,,,
224,KTN,Ketchikan International,Ketchikan,AK,484.21,598.00," 5,128 ",,,,,,,,,,,
225,LNK,Lincoln Airport,Lincoln,NE,501.67,619.57," 5,025 ",,,,,,,,,,,
226,RST,Rochester International,Rochester,MN,433.91,535.87," 4,946 ",,,,,,,,,,,
227,ACK,Nantucket Memorial,Nantucket,MA,369.59,456.44," 4,855 ",,,,,,,,,,,
228,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,473.16,584.35," 4,846 ",,,,,,,,,,,
229,SPI,Abraham Lincoln Capital,Springfield,IL,298.65,368.84," 4,759 ",,,,,,,,,,,
230,COU,Columbia Regional,Columbia,MO,467.55,577.42," 4,756 ",,,,,,,,,,,
231,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,474.79,586.36," 4,741 ",,,,,,,,,,,
232,LAN,Capital Region International,Lansing,MI,423.65,523.21," 4,701 ",,,,,,,,,,,
233,CWA,Central Wisconsin,Mosinee,WI,545.15,673.26," 4,682 ",,,,,,,,,,,
234,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,505.63,624.45," 4,620 ",,,,,,,,,,,
235,HLN,Helena Regional,Helena,MT,549.10,678.13," 4,615 ",,,,,,,,,,,
236,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,489.67,604.74," 4,485 ",,,,,,,,,,,
237,GRI,Central Nebraska Regional,Grand Island,NE,275.27,339.96," 4,448 ",,,,,,,,,,,
238,MBS,MBS International,Saginaw/Bay City/Midland,MI,561.86,693.90," 4,353 ",,,,,,,,,,,
239,IAG,Niagara Falls International,Niagara Falls,NY,125.81,155.37," 4,309 ",,,,,,,,,,,
240,HHH,Hilton Head Airport,Hilton Head,SC,458.50,566.25," 4,200 ",,,,,,,,,,,
241,FLG,Flagstaff Pulliam,Flagstaff,AZ,431.59,533.01," 4,171 ",,,,,,,,,,,
242,ABI,Abilene Regional,Abilene,TX,448.94,554.44," 4,165 ",,,,,,,,,,,
243,PUW,Pullman Moscow Regional,Pullman,WA,375.86,464.18," 4,162 ",,,,,,,,,,,
244,CSG,Columbus Airport,Columbus,GA,485.52,599.61," 4,148 ",,,,,,,,,,,
245,CPR,Casper/Natrona County International,Casper,WY,450.77,556.70," 4,132 ",,,,,,,,,,,
246,ERI,Erie International/Tom Ridge Field,Erie,PA,432.66,534.33," 4,108 ",,,,,,,,,,,
247,PSM,Portsmouth International at Pease,Portsmouth,NH,112.52,138.96," 3,923 ",,,,,,,,,,,
248,LSE,La Crosse Regional,La Crosse,WI,539.95,666.84," 3,870 ",,,,,,,,,,,
249,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,419.12,517.61," 3,845 ",,,,,,,,,,,
250,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,426.44,526.65," 3,794 ",,,,,,,,,,,
251,CMI,University of Illinois/Willard,Champaign/Urbana,IL,516.02,637.29," 3,728 ",,,,,,,,,,,
252,LCH,Lake Charles Regional,Lake Charles,LA,590.81,729.64," 3,704 ",,,,,,,,,,,
253,SIT,Sitka Rocky Gutierrez,Sitka,AK,427.82,528.36," 3,447 ",,,,,,,,,,,
254,ROW,Roswell Air Center,Roswell,NM,406.34,501.82," 3,386 ",,,,,,,,,,,
255,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,504.80,623.43," 3,367 ",,,,,,,,,,,
256,ADQ,Kodiak Airport,Kodiak,AK,579.00,715.06," 3,364 ",,,,,,,,,,,
257,FSM,Fort Smith Regional,Fort Smith,AR,573.63,708.42," 3,321 ",,,,,,,,,,,
258,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,472.49,583.52," 3,305 ",,,,,,,,,,,
259,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,442.81,546.87," 2,984 ",,,,,,,,,,,
260,ACT,Waco Regional,Waco,TX,486.74,601.13," 2,959 ",,,,,,,,,,,
261,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,477.33,589.50," 2,869 ",,,,,,,,,,,
262,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,80.99,100.02," 2,835 ",,,,,,,,,,,
263,CLL,Easterwood Field,College Station/Bryan,TX,544.90,672.95," 2,696 ",,,,,,,,,,,
