Average Domestic Airline Itinerary Fares By Origin City for Q1 2013 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
87,PNS,Pensacola International,Pensacola,FL,446.75,579.53," 60,511 ",,,,,,,,,,,
88,GSP,Greenville-Spartanburg International,Greer,SC,411.83,534.23," 59,223 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,385.74,500.39," 58,992 ",,,,,,,,,,,
90,HPN,Westchester County,White Plains,NY,397.86,516.11," 58,461 ",,,,,,,,,,,
91,LIH,Lihue Airport,Lihue,HI,221.30,287.08," 58,367 ",,,,,,,,,,,
92,FAT,Fresno Yosemite International,Fresno,CA,389.01,504.63," 57,786 ",,,,,,,,,,,
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,397.10,515.13," 56,757 ",,,,,,,,,,,
94,MSN,Dane County Regional-Truax Field,Madison,WI,472.91,613.47," 55,194 ",,,,,,,,,,,
95,PWM,Portland International Jetport,Portland,ME,391.90,508.37," 54,716 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,380.64,493.78," 52,936 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,468.46,607.69," 50,546 ",,,,,,,,,,,
98,SFB,Orlando Sanford International,Sanford,FL,127.16,164.96," 47,740 ",,,,,,,,,,,
99,PIE,St Pete Clearwater International,St. Petersburg,FL,130.39,169.14," 47,279 ",,,,,,,,,,,
100,AVL,Asheville Regional,Asheville,NC,478.18,620.31," 46,964 ",,,,,,,,,,,
101,XNA,Northwest Arkansas National,Fayetteville,AR,546.85,709.38," 45,953 ",,,,,,,,,,,
102,EUG,Mahlon Sweet Field,Eugene,OR,392.90,509.67," 45,553 ",,,,,,,,,,,
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,440.63,571.59," 45,334 ",,,,,,,,,,,
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,420.82,545.89," 44,373 ",,,,,,,,,,,
105,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,152.16,197.38," 40,373 ",,,,,,,,,,,
106,ISP,Long Island MacArthur,Islip,NY,319.69,414.71," 39,682 ",,,,,,,,,,,
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,416.59,540.40," 39,310 ",,,,,,,,,,,
108,MHT,Manchester Boston Regional,Manchester,NH,355.26,460.84," 39,250 ",,,,,,,,,,,
109,MDT,Harrisburg International,Harrisburg,PA,434.34,563.42," 39,114 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,423.11,548.87," 37,951 ",,,,,,,,,,,
111,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,434.67,563.86," 36,064 ",,,,,,,,,,,
112,MAF,Midland International Air and Space Port,Midland/Odessa,TX,398.22,516.57," 35,477 ",,,,,,,,,,,
113,PGD,Punta Gorda Airport,Punta Gorda,FL,145.19,188.34," 34,911 ",,,,,,,,,,,
114,BTV,Burlington International,Burlington,VT,439.75,570.45," 34,302 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,509.09,660.40," 34,165 ",,,,,,,,,,,
116,LEX,Blue Grass,Lexington,KY,436.91,566.76," 33,204 ",,,,,,,,,,,
117,SBA,Santa Barbara Municipal,Santa Barbara,CA,445.09,577.38," 33,057 ",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,543.37,704.87," 32,418 ",,,,,,,,,,,
119,DAY,James M Cox/Dayton International,Dayton,OH,364.18,472.42," 32,281 ",,,,,,,,,,,
120,ITO,Hilo International,Hilo,HI,206.99,268.51," 31,863 ",,,,,,,,,,,
121,MFE,McAllen International,Mission/McAllen/Edinburg,TX,425.05,551.38," 30,582 ",,,,,,,,,,,
122,SGF,Springfield-Branson National,Springfield,MO,462.36,599.78," 29,988 ",,,,,,,,,,,
123,ILM,Wilmington International,Wilmington,NC,422.43,547.98," 29,838 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,395.14,512.58," 29,672 ",,,,,,,,,,,
125,MFR,Rogue Valley International - Medford,Medford,OR,404.88,525.22," 29,385 ",,,,,,,,,,,
126,FAR,Hector International,Fargo,ND,466.50,605.14," 28,922 ",,,,,,,,,,,
127,HVN,Tweed New Haven,New Haven,CT,365.38,473.98," 28,589 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,421.31,546.53," 28,485 ",,,,,,,,,,,
129,ATW,Appleton International,Appleton,WI,520.78,675.57," 28,471 ",,,,,,,,,,,
130,CAE,Columbia Metropolitan,Columbia,SC,501.72,650.83," 28,304 ",,,,,,,,,,,
131,ACY,Atlantic City International,Atlantic City,NJ,168.66,218.78," 27,914 ",,,,,,,,,,,
132,ECP,Northwest Florida Beaches International,Panama City,FL,420.27,545.18," 27,650 ",,,,,,,,,,,
133,LBB,Lubbock Preston Smith International,Lubbock,TX,391.33,507.64," 26,643 ",,,,,,,,,,,
134,FAI,Fairbanks International,Fairbanks,AK,612.88,795.03," 25,849 ",,,,,,,,,,,
135,CHA,Lovell Field,Chattanooga,TN,468.65,607.94," 25,231 ",,,,,,,,,,,
136,HRL,Valley International,Harlingen/San Benito,TX,341.09,442.47," 25,134 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,423.83,549.80," 24,297 ",,,,,,,,,,,
138,FWA,Fort Wayne International,Fort Wayne,IN,445.18,577.50," 23,986 ",,,,,,,,,,,
139,SBN,South Bend International,South Bend,IN,399.10,517.72," 23,412 ",,,,,,,,,,,
140,TTN,Trenton Mercer,Trenton,NJ,223.23,289.58," 23,320 ",,,,,,,,,,,
141,STT,Cyril E King,Charlotte Amalie,VI,380.18,493.18," 22,552 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,460.42,597.26," 22,036 ",,,,,,,,,,,
143,TLH,Tallahassee International,Tallahassee,FL,496.30,643.81," 21,803 ",,,,,,,,,,,
144,FNT,Bishop International,Flint,MI,383.95,498.06," 21,759 ",,,,,,,,,,,
145,BLI,Bellingham International,Bellingham,WA,282.66,366.67," 21,095 ",,,,,,,,,,,
146,BIL,Billings Logan International,Billings,MT,425.51,551.97," 21,002 ",,,,,,,,,,,
147,BQN,Rafael Hernandez,Aguadilla,PR,241.95,313.85," 20,914 ",,,,,,,,,,,
148,PIA,General Downing - Peoria International,Peoria,IL,430.26,558.14," 19,868 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,393.51,510.47," 19,558 ",,,,,,,,,,,
150,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,474.62,615.68," 18,900 ",,,,,,,,,,,
151,BGR,Bangor International,Bangor,ME,427.65,554.75," 18,535 ",,,,,,,,,,,
152,FCA,Glacier Park International,Kalispell,MT,469.73,609.33," 18,363 ",,,,,,,,,,,
153,CAK,Akron-Canton Regional,Akron,OH,329.64,427.61," 18,054 ",,,,,,,,,,,
154,GRB,Green Bay Austin Straubel International,Green Bay,WI,575.97,747.16," 17,912 ",,,,,,,,,,,
155,MLI,Quad Cities International,Moline,IL,432.84,561.48," 17,389 ",,,,,,,,,,,
156,CRP,Corpus Christi International,Corpus Christi,TX,462.17,599.53," 17,271 ",,,,,,,,,,,
157,IDA,Idaho Falls Regional,Idaho Falls,ID,504.52,654.47," 17,158 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,531.18,689.06," 16,923 ",,,,,,,,,,,
159,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,251.52,326.27," 16,643 ",,,,,,,,,,,
160,EYW,Key West International,Key West,FL,392.57,509.25," 16,593 ",,,,,,,,,,,
161,RAP,Rapid City Regional,Rapid City,SD,480.93,623.87," 16,117 ",,,,,,,,,,,
162,AGS,Augusta Regional at Bush Field,Augusta,GA,420.76,545.81," 16,049 ",,,,,,,,,,,
163,GNV,Gainesville Regional,Gainesville,FL,438.66,569.03," 15,832 ",,,,,,,,,,,
164,SHV,Shreveport Regional,Shreveport,LA,515.44,668.64," 15,683 ",,,,,,,,,,,
165,CHO,Charlottesville Albemarle,Charlottesville,VA,479.58,622.12," 15,468 ",,,,,,,,,,,
166,BIS,Bismarck Municipal,Bismarck/Mandan,ND,456.57,592.27," 15,467 ",,,,,,,,,,,
167,SBP,San Luis County Regional,San Luis Obispo,CA,508.22,659.27," 15,158 ",,,,,,,,,,,
168,TVC,Cherry Capital,Traverse City,MI,578.58,750.54," 14,978 ",,,,,,,,,,,
169,DAB,Daytona Beach International,Daytona Beach,FL,373.00,483.86," 13,817 ",,,,,,,,,,,
170,MOB,Mobile Regional,Mobile,AL,544.34,706.13," 13,542 ",,,,,,,,,,,
171,JNU,Juneau International,Juneau,AK,502.84,652.29," 13,402 ",,,,,,,,,,,
172,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,540.88,701.63," 13,097 ",,,,,,,,,,,
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,461.95,599.24," 12,893 ",,,,,,,,,,,
174,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,128.86,167.16," 12,856 ",,,,,,,,,,,
175,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,463.63,601.43," 12,548 ",,,,,,,,,,,
176,JAC,Jackson Hole,Jackson,WY,598.24,776.04," 12,352 ",,,,,,,,,,,
177,GJT,Grand Junction Regional,Grand Junction,CO,468.74,608.05," 11,763 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,393.94,511.03," 11,364 ",,,,,,,,,,,
179,PVU,Provo Municipal,Provo,UT,138.88,180.15," 11,296 ",,,,,,,,,,,
180,LCK,Rickenbacker International,Columbus,OH,126.20,163.71," 11,282 ",,,,,,,,,,,
181,MLB,Melbourne Orlando International,Melbourne,FL,390.49,506.55," 10,953 ",,,,,,,,,,,
182,MRY,Monterey Regional,Monterey,CA,376.68,488.64," 10,873 ",,,,,,,,,,,
183,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,509.62,661.08," 10,728 ",,,,,,,,,,,
184,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,446.80,579.59," 10,358 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,499.78,648.32," 9,810 ",,,,,,,,,,,
186,EVV,Evansville Regional,Evansville,IN,540.95,701.72," 9,387 ",,,,,,,,,,,
187,RFD,Chicago/Rockford International,Rockford,IL,221.28,287.04," 9,274 ",,,,,,,,,,,
188,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,677.90,879.38," 9,218 ",,,,,,,,,,,
189,LBE,Arnold Palmer Regional,Latrobe,PA,152.45,197.76," 9,092 ",,,,,,,,,,,
190,MTJ,Montrose Regional,Montrose/Delta,CO,473.96,614.83," 9,054 ",,,,,,,,,,,
191,BFL,Meadows Field,Bakersfield,CA,514.42,667.31," 8,923 ",,,,,,,,,,,
192,DRO,Durango La Plata County,Durango,CO,393.21,510.07," 8,918 ",,,,,,,,,,,
193,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,417.88,542.07," 8,869 ",,,,,,,,,,,
194,MOT,Minot International,Minot,ND,489.93,635.54," 8,807 ",,,,,,,,,,,
195,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,368.32,477.79," 8,758 ",,,,,,,,,,,
196,GTF,Great Falls International,Great Falls,MT,424.88,551.15," 8,402 ",,,,,,,,,,,
197,STX,Henry E. Rohlsen,Christiansted,VI,382.42,496.08," 8,289 ",,,,,,,,,,,
198,MGM,Montgomery Regional,Montgomery,AL,489.95,635.57," 8,028 ",,,,,,,,,,,
199,BRO,Brownsville South Padre Island International,Brownsville,TX,537.36,697.07," 7,585 ",,,,,,,,,,,
200,DLH,Duluth International,Duluth,MN,466.49,605.14," 7,502 ",,,,,,,,,,,
201,LRD,Laredo International,Laredo,TX,449.31,582.85," 7,490 ",,,,,,,,,,,
202,PSE,Mercedita,Ponce,PR,218.46,283.38," 7,458 ",,,,,,,,,,,
203,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,594.28,770.90," 7,025 ",,,,,,,,,,,
204,SGU,St George Regional,St. George,UT,234.17,303.77," 6,671 ",,,,,,,,,,,
205,SCE,University Park,State College,PA,576.83,748.27," 6,663 ",,,,,,,,,,,
206,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,291.95,378.73," 6,529 ",,,,,,,,,,,
207,RDD,Redding Regional,Redding,CA,581.68,754.56," 6,359 ",,,,,,,,,,,
208,GRK,Robert Gray AAF,Killeen,TX,469.79,609.42," 6,319 ",,,,,,,,,,,
209,HDN,Yampa Valley,Hayden,CO,523.89,679.60," 6,118 ",,,,,,,,,,,
210,EGE,Eagle County Regional,Eagle,CO,601.77,780.62," 5,888 ",,,,,,,,,,,
211,AEX,Alexandria International,Alexandria,LA,504.67,654.67," 5,783 ",,,,,,,,,,,
212,GFK,Grand Forks International,Grand Forks,ND,450.11,583.89," 5,737 ",,,,,,,,,,,
213,TOL,Eugene F Kranz Toledo Express,Toledo,OH,298.34,387.02," 5,651 ",,,,,,,,,,,
214,SCK,Stockton Metro,Stockton,CA,139.75,181.29," 5,611 ",,,,,,,,,,,
215,PBG,Plattsburgh International,Plattsburgh,NY,239.01,310.05," 5,586 ",,,,,,,,,,,
216,ELM,Elmira/Corning Regional,Elmira/Corning,NY,413.80,536.79," 5,505 ",,,,,,,,,,,
217,BET,Bethel Airport,Bethel,AK,492.37,638.71," 5,312 ",,,,,,,,,,,
218,YUM,Yuma MCAS/Yuma International,Yuma,AZ,493.07,639.62," 5,258 ",,,,,,,,,,,
219,SAF,Santa Fe Municipal,Santa Fe,NM,448.13,581.32," 5,229 ",,,,,,,,,,,
220,GUM,Guam International,Guam,TT,1599.17,2074.46," 5,218 ",,,,,,,,,,,
221,MLU,Monroe Regional,Monroe,LA,513.19,665.71," 5,172 ",,,,,,,,,,,
222,KTN,Ketchikan International,Ketchikan,AK,501.02,649.93," 5,128 ",,,,,,,,,,,
223,LNK,Lincoln Airport,Lincoln,NE,485.94,630.37," 5,025 ",,,,,,,,,,,
224,RST,Rochester International,Rochester,MN,485.46,629.75," 4,946 ",,,,,,,,,,,
225,ACK,Nantucket Memorial,Nantucket,MA,575.97,747.16," 4,855 ",,,,,,,,,,,
226,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,482.15,625.46," 4,846 ",,,,,,,,,,,
227,SPI,Abraham Lincoln Capital,Springfield,IL,426.08,552.72," 4,759 ",,,,,,,,,,,
228,COU,Columbia Regional,Columbia,MO,339.64,440.59," 4,756 ",,,,,,,,,,,
229,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,416.60,540.42," 4,741 ",,,,,,,,,,,
230,LAN,Capital Region International,Lansing,MI,387.86,503.14," 4,701 ",,,,,,,,,,,
231,CWA,Central Wisconsin,Mosinee,WI,559.58,725.90," 4,682 ",,,,,,,,,,,
232,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,488.76,634.03," 4,620 ",,,,,,,,,,,
233,HLN,Helena Regional,Helena,MT,526.05,682.40," 4,615 ",,,,,,,,,,,
234,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,571.42,741.25," 4,485 ",,,,,,,,,,,
235,GRI,Central Nebraska Regional,Grand Island,NE,309.19,401.09," 4,448 ",,,,,,,,,,,
236,MBS,MBS International,Saginaw/Bay City/Midland,MI,558.91,725.02," 4,353 ",,,,,,,,,,,
237,IAG,Niagara Falls International,Niagara Falls,NY,182.55,236.80," 4,309 ",,,,,,,,,,,
238,HHH,Hilton Head Airport,Hilton Head,SC,506.12,656.54," 4,200 ",,,,,,,,,,,
239,FLG,Flagstaff Pulliam,Flagstaff,AZ,448.29,581.53," 4,171 ",,,,,,,,,,,
240,ABI,Abilene Regional,Abilene,TX,489.90,635.50," 4,165 ",,,,,,,,,,,
241,PUW,Pullman Moscow Regional,Pullman,WA,391.44,507.79," 4,162 ",,,,,,,,,,,
242,CSG,Columbus Airport,Columbus,GA,512.21,664.44," 4,148 ",,,,,,,,,,,
243,CPR,Casper/Natrona County International,Casper,WY,395.51,513.06," 4,132 ",,,,,,,,,,,
244,ERI,Erie International/Tom Ridge Field,Erie,PA,387.86,503.13," 4,108 ",,,,,,,,,,,
245,LSE,La Crosse Regional,La Crosse,WI,576.52,747.87," 3,870 ",,,,,,,,,,,
246,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,302.90,392.93," 3,845 ",,,,,,,,,,,
247,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,436.00,565.58," 3,794 ",,,,,,,,,,,
248,CMI,University of Illinois/Willard,Champaign/Urbana,IL,553.90,718.52," 3,728 ",,,,,,,,,,,
249,LCH,Lake Charles Regional,Lake Charles,LA,549.53,712.85," 3,704 ",,,,,,,,,,,
250,SIT,Sitka Rocky Gutierrez,Sitka,AK,453.93,588.84," 3,447 ",,,,,,,,,,,
251,ROW,Roswell Air Center,Roswell,NM,516.03,669.40," 3,386 ",,,,,,,,,,,
252,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,468.99,608.38," 3,367 ",,,,,,,,,,,
253,ADQ,Kodiak Airport,Kodiak,AK,686.22,890.17," 3,364 ",,,,,,,,,,,
254,FSM,Fort Smith Regional,Fort Smith,AR,556.29,721.62," 3,321 ",,,,,,,,,,,
255,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,493.25,639.85," 3,305 ",,,,,,,,,,,
256,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,395.70,513.30," 2,984 ",,,,,,,,,,,
257,ACT,Waco Regional,Waco,TX,492.11,638.37," 2,959 ",,,,,,,,,,,
258,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,641.71,832.43," 2,869 ",,,,,,,,,,,
259,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,593.60,770.02," 2,835 ",,,,,,,,,,,
260,CLL,Easterwood Field,College Station/Bryan,TX,472.86,613.40," 2,696 ",,,,,,,,,,,
261,LWS,Lewiston Nez Perce County,Lewiston,ID,439.96,570.72," 2,577 ",,,,,,,,,,,
262,TYR,Tyler Pounds Regional,Tyler,TX,469.93,609.60," 2,555 ",,,,,,,,,,,
263,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,545.46,707.58," 2,410 ",,,,,,,,,,,
