Average Domestic Airline Itinerary Fares By Origin City for Q1 2009 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
60,BOI,Boise Air Terminal,Boise,ID,288.57,409.17," 123,162 ",,,,,,,,,,,
61,CHS,Charleston AFB/International,Charleston,SC,382.11,541.79," 122,207 ",,,,,,,,,,,
62,BUF,Buffalo Niagara International,Buffalo,NY,254.97,361.52," 121,735 ",,,,,,,,,,,
63,ORF,Norfolk International,Norfolk,VA,330.76,468.99," 117,993 ",,,,,,,,,,,
64,ABQ,Albuquerque International Sunport,Albuquerque,NM,293.65,416.37," 117,060 ",,,,,,,,,,,
65,OGG,Kahului Airport,Kahului,HI,205.80,291.80," 113,378 ",,,,,,,,,,,
66,ELP,El Paso International,El Paso,TX,300.00,425.37," 113,101 ",,,,,,,,,,,
67,GRR,Gerald R. Ford International,Grand Rapids,MI,418.00,592.69," 108,941 ",,,,,,,,,,,
68,OKC,Will Rogers World,Oklahoma City,OK,340.62,482.97," 107,989 ",,,,,,,,,,,
69,SDF,Louisville Muhammad Ali International,Louisville,KY,312.17,442.62," 106,632 ",,,,,,,,,,,
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,605.55,858.61," 105,666 ",,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,299.56,424.74," 104,809 ",,,,,,,,,,,
72,RNO,Reno/Tahoe International,Reno,NV,280.65,397.94," 100,069 ",,,,,,,,,,,
73,PVD,Rhode Island Tf Green International,Providence,RI,282.90,401.12," 96,518 ",,,,,,,,,,,
74,TUS,Tucson International,Tucson,AZ,319.81,453.46," 90,011 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,404.29,573.23," 86,426 ",,,,,,,,,,,
76,LGB,Long Beach Airport,Long Beach,CA,207.01,293.52," 85,454 ",,,,,,,,,,,
77,TUL,Tulsa International,Tulsa,OK,320.21,454.03," 80,986 ",,,,,,,,,,,
78,SYR,Syracuse Hancock International,Syracuse,NY,342.50,485.64," 79,344 ",,,,,,,,,,,
79,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,277.13,392.94," 78,452 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,315.35,447.13," 78,345 ",,,,,,,,,,,
81,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,321.40,455.71," 75,675 ",,,,,,,,,,,
82,SAV,Savannah/Hilton Head International,Savannah,GA,404.74,573.88," 74,039 ",,,,,,,,,,,
83,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,285.86,405.31," 72,280 ",,,,,,,,,,,
84,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,191.66,271.75," 67,891 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,392.92,557.12," 64,333 ",,,,,,,,,,,
86,MYR,Myrtle Beach International,Myrtle Beach,SC,281.59,399.26," 62,925 ",,,,,,,,,,,
87,PNS,Pensacola International,Pensacola,FL,395.91,561.35," 60,511 ",,,,,,,,,,,
88,GSP,Greenville-Spartanburg International,Greer,SC,430.63,610.59," 59,223 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,367.39,520.92," 58,992 ",,,,,,,,,,,
90,HPN,Westchester County,White Plains,NY,273.89,388.35," 58,461 ",,,,,,,,,,,
91,LIH,Lihue Airport,Lihue,HI,158.81,225.18," 58,367 ",,,,,,,,,,,
92,FAT,Fresno Yosemite International,Fresno,CA,370.22,524.94," 57,786 ",,,,,,,,,,,
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,327.44,464.28," 56,757 ",,,,,,,,,,,
94,MSN,Dane County Regional-Truax Field,Madison,WI,375.13,531.89," 55,194 ",,,,,,,,,,,
95,PWM,Portland International Jetport,Portland,ME,324.93,460.72," 54,716 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,385.73,546.93," 52,936 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,438.19,621.30," 50,546 ",,,,,,,,,,,
98,SFB,Orlando Sanford International,Sanford,FL,119.18,168.98," 47,740 ",,,,,,,,,,,
99,PIE,St Pete Clearwater International,St. Petersburg,FL,123.51,175.12," 47,279 ",,,,,,,,,,,
100,AVL,Asheville Regional,Asheville,NC,384.78,545.58," 46,964 ",,,,,,,,,,,
101,XNA,Northwest Arkansas National,Fayetteville,AR,455.12,645.31," 45,953 ",,,,,,,,,,,
102,EUG,Mahlon Sweet Field,Eugene,OR,380.89,540.06," 45,553 ",,,,,,,,,,,
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,348.65,494.35," 45,334 ",,,,,,,,,,,
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,341.40,484.07," 44,373 ",,,,,,,,,,,
105,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,154.15,218.56," 40,373 ",,,,,,,,,,,
106,ISP,Long Island MacArthur,Islip,NY,253.28,359.12," 39,682 ",,,,,,,,,,,
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,388.24,550.48," 39,310 ",,,,,,,,,,,
108,MHT,Manchester Boston Regional,Manchester,NH,279.80,396.73," 39,250 ",,,,,,,,,,,
109,MDT,Harrisburg International,Harrisburg,PA,366.16,519.17," 39,114 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,442.69,627.69," 37,951 ",,,,,,,,,,,
111,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,349.52,495.58," 36,064 ",,,,,,,,,,,
112,MAF,Midland International Air and Space Port,Midland/Odessa,TX,294.04,416.92," 35,477 ",,,,,,,,,,,
113,PGD,Punta Gorda Airport,Punta Gorda,FL,99.15,140.59," 34,911 ",,,,,,,,,,,
114,BTV,Burlington International,Burlington,VT,332.51,471.47," 34,302 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,524.66,743.91," 34,165 ",,,,,,,,,,,
116,LEX,Blue Grass,Lexington,KY,401.52,569.31," 33,204 ",,,,,,,,,,,
117,SBA,Santa Barbara Municipal,Santa Barbara,CA,385.47,546.56," 33,057 ",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,503.58,714.02," 32,418 ",,,,,,,,,,,
119,DAY,James M Cox/Dayton International,Dayton,OH,296.34,420.18," 32,281 ",,,,,,,,,,,
120,ITO,Hilo International,Hilo,HI,147.47,209.10," 31,863 ",,,,,,,,,,,
121,MFE,McAllen International,Mission/McAllen/Edinburg,TX,363.90,515.97," 30,582 ",,,,,,,,,,,
122,SGF,Springfield-Branson National,Springfield,MO,399.30,566.17," 29,988 ",,,,,,,,,,,
123,ILM,Wilmington International,Wilmington,NC,327.69,464.63," 29,838 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,317.44,450.10," 29,672 ",,,,,,,,,,,
125,MFR,Rogue Valley International - Medford,Medford,OR,368.36,522.30," 29,385 ",,,,,,,,,,,
126,FAR,Hector International,Fargo,ND,422.26,598.72," 28,922 ",,,,,,,,,,,
127,HVN,Tweed New Haven,New Haven,CT,367.30,520.80," 28,589 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,322.45,457.20," 28,485 ",,,,,,,,,,,
129,ATW,Appleton International,Appleton,WI,360.09,510.57," 28,471 ",,,,,,,,,,,
130,CAE,Columbia Metropolitan,Columbia,SC,481.51,682.73," 28,304 ",,,,,,,,,,,
131,ACY,Atlantic City International,Atlantic City,NJ,162.96,231.07," 27,914 ",,,,,,,,,,,
132,LBB,Lubbock Preston Smith International,Lubbock,TX,280.61,397.87," 26,643 ",,,,,,,,,,,
133,FAI,Fairbanks International,Fairbanks,AK,571.54,810.38," 25,849 ",,,,,,,,,,,
134,CHA,Lovell Field,Chattanooga,TN,336.17,476.65," 25,231 ",,,,,,,,,,,
135,HRL,Valley International,Harlingen/San Benito,TX,253.92,360.04," 25,134 ",,,,,,,,,,,
136,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,444.46,630.20," 24,297 ",,,,,,,,,,,
137,FWA,Fort Wayne International,Fort Wayne,IN,387.24,549.07," 23,986 ",,,,,,,,,,,
138,SBN,South Bend International,South Bend,IN,326.21,462.53," 23,412 ",,,,,,,,,,,
139,STT,Cyril E King,Charlotte Amalie,VI,402.58,570.81," 22,552 ",,,,,,,,,,,
140,MSO,Missoula Montana,Missoula,MT,432.40,613.10," 22,036 ",,,,,,,,,,,
141,TLH,Tallahassee International,Tallahassee,FL,410.44,581.97," 21,803 ",,,,,,,,,,,
142,FNT,Bishop International,Flint,MI,279.21,395.89," 21,759 ",,,,,,,,,,,
143,BLI,Bellingham International,Bellingham,WA,230.59,326.96," 21,095 ",,,,,,,,,,,
144,BIL,Billings Logan International,Billings,MT,376.79,534.25," 21,002 ",,,,,,,,,,,
145,BQN,Rafael Hernandez,Aguadilla,PR,223.54,316.95," 20,914 ",,,,,,,,,,,
146,PIA,General Downing - Peoria International,Peoria,IL,326.65,463.16," 19,868 ",,,,,,,,,,,
147,AMA,Rick Husband Amarillo International,Amarillo,TX,290.01,411.21," 19,558 ",,,,,,,,,,,
148,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,417.86,592.49," 18,900 ",,,,,,,,,,,
149,BGR,Bangor International,Bangor,ME,404.84,574.02," 18,535 ",,,,,,,,,,,
150,FCA,Glacier Park International,Kalispell,MT,520.74,738.35," 18,363 ",,,,,,,,,,,
151,CAK,Akron-Canton Regional,Akron,OH,256.40,363.55," 18,054 ",,,,,,,,,,,
152,GRB,Green Bay Austin Straubel International,Green Bay,WI,408.61,579.37," 17,912 ",,,,,,,,,,,
153,MLI,Quad Cities International,Moline,IL,333.15,472.38," 17,389 ",,,,,,,,,,,
154,CRP,Corpus Christi International,Corpus Christi,TX,357.18,506.44," 17,271 ",,,,,,,,,,,
155,IDA,Idaho Falls Regional,Idaho Falls,ID,450.74,639.11," 17,158 ",,,,,,,,,,,
156,ROA,Roanoke Blacksburg Regional,Roanoke,VA,410.20,581.62," 16,923 ",,,,,,,,,,,
157,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,223.89,317.46," 16,643 ",,,,,,,,,,,
158,EYW,Key West International,Key West,FL,483.48,685.52," 16,593 ",,,,,,,,,,,
159,RAP,Rapid City Regional,Rapid City,SD,398.69,565.30," 16,117 ",,,,,,,,,,,
160,AGS,Augusta Regional at Bush Field,Augusta,GA,480.12,680.76," 16,049 ",,,,,,,,,,,
161,GNV,Gainesville Regional,Gainesville,FL,439.39,623.01," 15,832 ",,,,,,,,,,,
162,SHV,Shreveport Regional,Shreveport,LA,514.41,729.38," 15,683 ",,,,,,,,,,,
163,CHO,Charlottesville Albemarle,Charlottesville,VA,427.33,605.91," 15,468 ",,,,,,,,,,,
164,BIS,Bismarck Municipal,Bismarck/Mandan,ND,427.08,605.55," 15,467 ",,,,,,,,,,,
165,SBP,San Luis County Regional,San Luis Obispo,CA,436.62,619.08," 15,158 ",,,,,,,,,,,
166,TVC,Cherry Capital,Traverse City,MI,495.44,702.48," 14,978 ",,,,,,,,,,,
167,DAB,Daytona Beach International,Daytona Beach,FL,369.25,523.56," 13,817 ",,,,,,,,,,,
168,MOB,Mobile Regional,Mobile,AL,503.79,714.32," 13,542 ",,,,,,,,,,,
169,JNU,Juneau International,Juneau,AK,484.14,686.46," 13,402 ",,,,,,,,,,,
170,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,455.75,646.20," 13,097 ",,,,,,,,,,,
171,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,379.69,538.36," 12,893 ",,,,,,,,,,,
172,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,102.29,145.03," 12,856 ",,,,,,,,,,,
173,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,358.28,508.01," 12,548 ",,,,,,,,,,,
174,JAC,Jackson Hole,Jackson,WY,499.09,707.66," 12,352 ",,,,,,,,,,,
175,GJT,Grand Junction Regional,Grand Junction,CO,355.88,504.60," 11,763 ",,,,,,,,,,,
176,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,302.66,429.14," 11,364 ",,,,,,,,,,,
177,LCK,Rickenbacker International,Columbus,OH,198.97,282.12," 11,282 ",,,,,,,,,,,
178,MLB,Melbourne Orlando International,Melbourne,FL,422.84,599.54," 10,953 ",,,,,,,,,,,
179,MRY,Monterey Regional,Monterey,CA,420.46,596.16," 10,873 ",,,,,,,,,,,
180,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,361.95,513.21," 10,728 ",,,,,,,,,,,
181,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,462.27,655.45," 10,358 ",,,,,,,,,,,
182,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,479.13,679.35," 9,810 ",,,,,,,,,,,
183,EVV,Evansville Regional,Evansville,IN,470.75,667.47," 9,387 ",,,,,,,,,,,
184,RFD,Chicago/Rockford International,Rockford,IL,209.05,296.41," 9,274 ",,,,,,,,,,,
185,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,498.08,706.23," 9,218 ",,,,,,,,,,,
186,LBE,Arnold Palmer Regional,Latrobe,PA,379.86,538.60," 9,092 ",,,,,,,,,,,
187,MTJ,Montrose Regional,Montrose/Delta,CO,416.72,590.87," 9,054 ",,,,,,,,,,,
188,BFL,Meadows Field,Bakersfield,CA,433.80,615.08," 8,923 ",,,,,,,,,,,
189,DRO,Durango La Plata County,Durango,CO,414.10,587.15," 8,918 ",,,,,,,,,,,
190,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,481.96,683.37," 8,869 ",,,,,,,,,,,
191,MOT,Minot International,Minot,ND,600.88,851.99," 8,807 ",,,,,,,,,,,
192,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,303.68,430.58," 8,758 ",,,,,,,,,,,
193,GTF,Great Falls International,Great Falls,MT,427.26,605.81," 8,402 ",,,,,,,,,,,
194,STX,Henry E. Rohlsen,Christiansted,VI,500.68,709.91," 8,289 ",,,,,,,,,,,
195,MGM,Montgomery Regional,Montgomery,AL,523.43,742.17," 8,028 ",,,,,,,,,,,
196,BRO,Brownsville South Padre Island International,Brownsville,TX,463.60,657.33," 7,585 ",,,,,,,,,,,
197,DLH,Duluth International,Duluth,MN,465.27,659.71," 7,502 ",,,,,,,,,,,
198,LRD,Laredo International,Laredo,TX,352.25,499.45," 7,490 ",,,,,,,,,,,
199,PSE,Mercedita,Ponce,PR,186.81,264.87," 7,458 ",,,,,,,,,,,
200,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,370.33,525.09," 7,025 ",,,,,,,,,,,
201,SGU,St George Regional,St. George,UT,141.12,200.09," 6,671 ",,,,,,,,,,,
202,SCE,University Park,State College,PA,440.93,625.19," 6,663 ",,,,,,,,,,,
203,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,233.93,331.69," 6,529 ",,,,,,,,,,,
204,RDD,Redding Regional,Redding,CA,365.88,518.78," 6,359 ",,,,,,,,,,,
205,GRK,Robert Gray AAF,Killeen,TX,455.56,645.93," 6,319 ",,,,,,,,,,,
206,HDN,Yampa Valley,Hayden,CO,360.19,510.71," 6,118 ",,,,,,,,,,,
207,EGE,Eagle County Regional,Eagle,CO,455.06,645.23," 5,888 ",,,,,,,,,,,
208,AEX,Alexandria International,Alexandria,LA,488.56,692.73," 5,783 ",,,,,,,,,,,
209,GFK,Grand Forks International,Grand Forks,ND,482.39,683.99," 5,737 ",,,,,,,,,,,
210,TOL,Eugene F Kranz Toledo Express,Toledo,OH,259.45,367.87," 5,651 ",,,,,,,,,,,
211,SCK,Stockton Metro,Stockton,CA,117.16,166.12," 5,611 ",,,,,,,,,,,
212,PBG,Plattsburgh International,Plattsburgh,NY,228.99,324.68," 5,586 ",,,,,,,,,,,
213,ELM,Elmira/Corning Regional,Elmira/Corning,NY,313.51,444.52," 5,505 ",,,,,,,,,,,
214,BET,Bethel Airport,Bethel,AK,451.38,640.01," 5,312 ",,,,,,,,,,,
215,YUM,Yuma MCAS/Yuma International,Yuma,AZ,459.29,651.23," 5,258 ",,,,,,,,,,,
216,GUM,Guam International,Guam,TT,1563.56,2216.97," 5,218 ",,,,,,,,,,,
217,MLU,Monroe Regional,Monroe,LA,535.40,759.14," 5,172 ",,,,,,,,,,,
218,KTN,Ketchikan International,Ketchikan,AK,490.72,695.79," 5,128 ",,,,,,,,,,,
219,LNK,Lincoln Airport,Lincoln,NE,412.00,584.17," 5,025 ",,,,,,,,,,,
220,RST,Rochester International,Rochester,MN,384.78,545.57," 4,946 ",,,,,,,,,,,
221,ACK,Nantucket Memorial,Nantucket,MA,405.45,574.88," 4,855 ",,,,,,,,,,,
222,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,371.11,526.20," 4,846 ",,,,,,,,,,,
223,SPI,Abraham Lincoln Capital,Springfield,IL,386.19,547.57," 4,759 ",,,,,,,,,,,
224,COU,Columbia Regional,Columbia,MO,376.58,533.95," 4,756 ",,,,,,,,,,,
225,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,284.23,403.01," 4,741 ",,,,,,,,,,,
226,LAN,Capital Region International,Lansing,MI,411.40,583.32," 4,701 ",,,,,,,,,,,
227,CWA,Central Wisconsin,Mosinee,WI,455.42,645.74," 4,682 ",,,,,,,,,,,
228,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,542.11,768.65," 4,620 ",,,,,,,,,,,
229,HLN,Helena Regional,Helena,MT,603.95,856.34," 4,615 ",,,,,,,,,,,
230,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,488.84,693.13," 4,485 ",,,,,,,,,,,
231,GRI,Central Nebraska Regional,Grand Island,NE,207.88,294.76," 4,448 ",,,,,,,,,,,
232,MBS,MBS International,Saginaw/Bay City/Midland,MI,434.13,615.55," 4,353 ",,,,,,,,,,,
233,HHH,Hilton Head Airport,Hilton Head,SC,455.84,646.34," 4,200 ",,,,,,,,,,,
234,FLG,Flagstaff Pulliam,Flagstaff,AZ,362.70,514.27," 4,171 ",,,,,,,,,,,
235,ABI,Abilene Regional,Abilene,TX,421.33,597.40," 4,165 ",,,,,,,,,,,
236,PUW,Pullman Moscow Regional,Pullman,WA,315.37,447.17," 4,162 ",,,,,,,,,,,
237,CSG,Columbus Airport,Columbus,GA,548.73,778.04," 4,148 ",,,,,,,,,,,
238,CPR,Casper/Natrona County International,Casper,WY,462.44,655.69," 4,132 ",,,,,,,,,,,
239,ERI,Erie International/Tom Ridge Field,Erie,PA,336.35,476.91," 4,108 ",,,,,,,,,,,
240,LSE,La Crosse Regional,La Crosse,WI,488.28,692.33," 3,870 ",,,,,,,,,,,
241,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,288.58,409.18," 3,845 ",,,,,,,,,,,
242,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,440.82,625.04," 3,794 ",,,,,,,,,,,
243,CMI,University of Illinois/Willard,Champaign/Urbana,IL,435.22,617.10," 3,728 ",,,,,,,,,,,
244,LCH,Lake Charles Regional,Lake Charles,LA,510.84,724.31," 3,704 ",,,,,,,,,,,
245,SIT,Sitka Rocky Gutierrez,Sitka,AK,416.13,590.03," 3,447 ",,,,,,,,,,,
246,ROW,Roswell Air Center,Roswell,NM,435.95,618.13," 3,386 ",,,,,,,,,,,
247,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,364.33,516.59," 3,367 ",,,,,,,,,,,
248,ADQ,Kodiak Airport,Kodiak,AK,770.28,1092.18," 3,364 ",,,,,,,,,,,
249,FSM,Fort Smith Regional,Fort Smith,AR,478.71,678.77," 3,321 ",,,,,,,,,,,
250,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,414.31,587.44," 3,305 ",,,,,,,,,,,
251,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,351.92,498.98," 2,984 ",,,,,,,,,,,
252,ACT,Waco Regional,Waco,TX,424.59,602.02," 2,959 ",,,,,,,,,,,
253,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,391.00,554.40," 2,869 ",,,,,,,,,,,
254,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,441.29,625.70," 2,835 ",,,,,,,,,,,
255,CLL,Easterwood Field,College Station/Bryan,TX,438.94,622.38," 2,696 ",,,,,,,,,,,
256,LWS,Lewiston Nez Perce County,Lewiston,ID,362.94,514.62," 2,577 ",,,,,,,,,,,
257,TYR,Tyler Pounds Regional,Tyler,TX,412.32,584.62," 2,555 ",,,,,,,,,,,
258,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,463.48,657.17," 2,410 ",,,,,,,,,,,
259,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,118.81,168.47," 2,404 ",,,,,,,,,,,
260,MQT,Marquette Sawyer Regional,Marquette,MI,412.09,584.31," 2,351 ",,,,,,,,,,,
261,VLD,Valdosta Regional,Valdosta,GA,432.00,612.53," 2,319 ",,,,,,,,,,,
262,TXK,Texarkana Regional-Webb Field,Texarkana,AR,574.76,814.95," 2,313 ",,,,,,,,,,,
