Average Domestic Airline Itinerary Fares By Origin City for Q1 2014 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
60,BOI,Boise Air Terminal,Boise,ID,390.81,499.94," 123,162 ",,,,,,,,,,,
61,CHS,Charleston AFB/International,Charleston,SC,395.22,505.58," 122,207 ",,,,,,,,,,,
62,BUF,Buffalo Niagara International,Buffalo,NY,336.99,431.09," 121,735 ",,,,,,,,,,,
63,ORF,Norfolk International,Norfolk,VA,390.76,499.87," 117,993 ",,,,,,,,,,,
64,ABQ,Albuquerque International Sunport,Albuquerque,NM,362.10,463.21," 117,060 ",,,,,,,,,,,
65,OGG,Kahului Airport,Kahului,HI,286.32,366.28," 113,378 ",,,,,,,,,,,
66,ELP,El Paso International,El Paso,TX,381.52,488.05," 113,101 ",,,,,,,,,,,
67,GRR,Gerald R. Ford International,Grand Rapids,MI,426.94,546.15," 108,941 ",,,,,,,,,,,
68,OKC,Will Rogers World,Oklahoma City,OK,411.08,525.87," 107,989 ",,,,,,,,,,,
69,SDF,Louisville Muhammad Ali International,Louisville,KY,406.80,520.39," 106,632 ",,,,,,,,,,,
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,556.85,712.35," 105,666 ",,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,370.67,474.18," 104,809 ",,,,,,,,,,,
72,RNO,Reno/Tahoe International,Reno,NV,357.40,457.20," 100,069 ",,,,,,,,,,,
73,PVD,Rhode Island Tf Green International,Providence,RI,340.61,435.72," 96,518 ",,,,,,,,,,,
74,TUS,Tucson International,Tucson,AZ,379.41,485.35," 90,011 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,391.89,501.31," 86,426 ",,,,,,,,,,,
76,LGB,Long Beach Airport,Long Beach,CA,234.98,300.59," 85,454 ",,,,,,,,,,,
77,TUL,Tulsa International,Tulsa,OK,433.31,554.31," 80,986 ",,,,,,,,,,,
78,SYR,Syracuse Hancock International,Syracuse,NY,407.52,521.31," 79,344 ",,,,,,,,,,,
79,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,393.71,503.64," 78,452 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,427.05,546.29," 78,345 ",,,,,,,,,,,
81,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,442.89,566.56," 75,675 ",,,,,,,,,,,
82,SAV,Savannah/Hilton Head International,Savannah,GA,471.88,603.64," 74,039 ",,,,,,,,,,,
83,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,366.25,468.52," 72,280 ",,,,,,,,,,,
84,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,296.31,379.05," 67,891 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,443.71,567.61," 64,333 ",,,,,,,,,,,
86,MYR,Myrtle Beach International,Myrtle Beach,SC,299.49,383.12," 62,925 ",,,,,,,,,,,
87,PNS,Pensacola International,Pensacola,FL,454.53,581.45," 60,511 ",,,,,,,,,,,
88,GSP,Greenville-Spartanburg International,Greer,SC,400.78,512.69," 59,223 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,443.49,567.32," 58,992 ",,,,,,,,,,,
90,HPN,Westchester County,White Plains,NY,395.48,505.91," 58,461 ",,,,,,,,,,,
91,LIH,Lihue Airport,Lihue,HI,259.89,332.46," 58,367 ",,,,,,,,,,,
92,FAT,Fresno Yosemite International,Fresno,CA,365.22,467.20," 57,786 ",,,,,,,,,,,
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,402.84,515.33," 56,757 ",,,,,,,,,,,
94,MSN,Dane County Regional-Truax Field,Madison,WI,496.38,634.99," 55,194 ",,,,,,,,,,,
95,PWM,Portland International Jetport,Portland,ME,393.95,503.95," 54,716 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,362.23,463.38," 52,936 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,435.82,557.51," 50,546 ",,,,,,,,,,,
98,SFB,Orlando Sanford International,Sanford,FL,119.05,152.30," 47,740 ",,,,,,,,,,,
99,PIE,St Pete Clearwater International,St. Petersburg,FL,120.46,154.10," 47,279 ",,,,,,,,,,,
100,AVL,Asheville Regional,Asheville,NC,393.90,503.89," 46,964 ",,,,,,,,,,,
101,XNA,Northwest Arkansas National,Fayetteville,AR,480.64,614.86," 45,953 ",,,,,,,,,,,
102,EUG,Mahlon Sweet Field,Eugene,OR,362.38,463.57," 45,553 ",,,,,,,,,,,
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,407.22,520.93," 45,334 ",,,,,,,,,,,
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,427.94,547.44," 44,373 ",,,,,,,,,,,
105,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,132.62,169.66," 40,373 ",,,,,,,,,,,
106,ISP,Long Island MacArthur,Islip,NY,288.66,369.27," 39,682 ",,,,,,,,,,,
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,361.51,462.45," 39,310 ",,,,,,,,,,,
108,MHT,Manchester Boston Regional,Manchester,NH,363.30,464.75," 39,250 ",,,,,,,,,,,
109,MDT,Harrisburg International,Harrisburg,PA,426.84,546.02," 39,114 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,365.16,467.13," 37,951 ",,,,,,,,,,,
111,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,454.49,581.40," 36,064 ",,,,,,,,,,,
112,MAF,Midland International Air and Space Port,Midland/Odessa,TX,418.05,534.78," 35,477 ",,,,,,,,,,,
113,PGD,Punta Gorda Airport,Punta Gorda,FL,134.41,171.95," 34,911 ",,,,,,,,,,,
114,BTV,Burlington International,Burlington,VT,415.26,531.22," 34,302 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,517.43,661.92," 34,165 ",,,,,,,,,,,
116,LEX,Blue Grass,Lexington,KY,400.42,512.23," 33,204 ",,,,,,,,,,,
117,SBA,Santa Barbara Municipal,Santa Barbara,CA,435.30,556.85," 33,057 ",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,562.65,719.77," 32,418 ",,,,,,,,,,,
119,DAY,James M Cox/Dayton International,Dayton,OH,388.77,497.32," 32,281 ",,,,,,,,,,,
120,ITO,Hilo International,Hilo,HI,222.49,284.62," 31,863 ",,,,,,,,,,,
121,MFE,McAllen International,Mission/McAllen/Edinburg,TX,371.37,475.06," 30,582 ",,,,,,,,,,,
122,SGF,Springfield-Branson National,Springfield,MO,368.17,470.98," 29,988 ",,,,,,,,,,,
123,ILM,Wilmington International,Wilmington,NC,436.50,558.39," 29,838 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,354.55,453.55," 29,672 ",,,,,,,,,,,
125,MFR,Rogue Valley International - Medford,Medford,OR,389.20,497.88," 29,385 ",,,,,,,,,,,
126,FAR,Hector International,Fargo,ND,390.37,499.37," 28,922 ",,,,,,,,,,,
127,HVN,Tweed New Haven,New Haven,CT,419.84,537.08," 28,589 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,379.96,486.06," 28,485 ",,,,,,,,,,,
129,ATW,Appleton International,Appleton,WI,455.12,582.20," 28,471 ",,,,,,,,,,,
130,CAE,Columbia Metropolitan,Columbia,SC,484.93,620.34," 28,304 ",,,,,,,,,,,
131,ACY,Atlantic City International,Atlantic City,NJ,152.95,195.65," 27,914 ",,,,,,,,,,,
132,ECP,Northwest Florida Beaches International,Panama City,FL,467.15,597.60," 27,650 ",,,,,,,,,,,
133,LBB,Lubbock Preston Smith International,Lubbock,TX,397.26,508.18," 26,643 ",,,,,,,,,,,
134,FAI,Fairbanks International,Fairbanks,AK,581.43,743.79," 25,849 ",,,,,,,,,,,
135,CHA,Lovell Field,Chattanooga,TN,401.15,513.16," 25,231 ",,,,,,,,,,,
136,HRL,Valley International,Harlingen/San Benito,TX,334.27,427.60," 25,134 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,390.47,499.50," 24,297 ",,,,,,,,,,,
138,FWA,Fort Wayne International,Fort Wayne,IN,364.09,465.76," 23,986 ",,,,,,,,,,,
139,SBN,South Bend International,South Bend,IN,334.60,428.03," 23,412 ",,,,,,,,,,,
140,TTN,Trenton Mercer,Trenton,NJ,201.23,257.42," 23,320 ",,,,,,,,,,,
141,STT,Cyril E King,Charlotte Amalie,VI,396.49,507.21," 22,552 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,445.48,569.87," 22,036 ",,,,,,,,,,,
143,TLH,Tallahassee International,Tallahassee,FL,511.79,654.70," 21,803 ",,,,,,,,,,,
144,FNT,Bishop International,Flint,MI,357.30,457.07," 21,759 ",,,,,,,,,,,
145,BLI,Bellingham International,Bellingham,WA,218.38,279.36," 21,095 ",,,,,,,,,,,
146,BIL,Billings Logan International,Billings,MT,437.72,559.94," 21,002 ",,,,,,,,,,,
147,BQN,Rafael Hernandez,Aguadilla,PR,239.12,305.89," 20,914 ",,,,,,,,,,,
148,PIA,General Downing - Peoria International,Peoria,IL,329.91,422.03," 19,868 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,408.68,522.80," 19,558 ",,,,,,,,,,,
150,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,465.79,595.85," 18,900 ",,,,,,,,,,,
151,BGR,Bangor International,Bangor,ME,356.47,456.01," 18,535 ",,,,,,,,,,,
152,FCA,Glacier Park International,Kalispell,MT,466.19,596.37," 18,363 ",,,,,,,,,,,
153,CAK,Akron-Canton Regional,Akron,OH,328.42,420.13," 18,054 ",,,,,,,,,,,
154,GRB,Green Bay Austin Straubel International,Green Bay,WI,566.42,724.58," 17,912 ",,,,,,,,,,,
155,MLI,Quad Cities International,Moline,IL,357.25,457.00," 17,389 ",,,,,,,,,,,
156,CRP,Corpus Christi International,Corpus Christi,TX,420.98,538.53," 17,271 ",,,,,,,,,,,
157,IDA,Idaho Falls Regional,Idaho Falls,ID,486.85,622.79," 17,158 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,494.83,633.00," 16,923 ",,,,,,,,,,,
159,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,253.64,324.46," 16,643 ",,,,,,,,,,,
160,EYW,Key West International,Key West,FL,412.57,527.77," 16,593 ",,,,,,,,,,,
161,RAP,Rapid City Regional,Rapid City,SD,436.04,557.80," 16,117 ",,,,,,,,,,,
162,AGS,Augusta Regional at Bush Field,Augusta,GA,429.08,548.89," 16,049 ",,,,,,,,,,,
163,GNV,Gainesville Regional,Gainesville,FL,495.32,633.63," 15,832 ",,,,,,,,,,,
164,SHV,Shreveport Regional,Shreveport,LA,456.47,583.93," 15,683 ",,,,,,,,,,,
165,CHO,Charlottesville Albemarle,Charlottesville,VA,461.90,590.88," 15,468 ",,,,,,,,,,,
166,BIS,Bismarck Municipal,Bismarck/Mandan,ND,395.67,506.15," 15,467 ",,,,,,,,,,,
167,SBP,San Luis County Regional,San Luis Obispo,CA,401.93,514.17," 15,158 ",,,,,,,,,,,
168,TVC,Cherry Capital,Traverse City,MI,597.93,764.89," 14,978 ",,,,,,,,,,,
169,DAB,Daytona Beach International,Daytona Beach,FL,398.24,509.44," 13,817 ",,,,,,,,,,,
170,MOB,Mobile Regional,Mobile,AL,548.41,701.54," 13,542 ",,,,,,,,,,,
171,JNU,Juneau International,Juneau,AK,493.70,631.56," 13,402 ",,,,,,,,,,,
172,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,512.21,655.23," 13,097 ",,,,,,,,,,,
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,468.56,599.40," 12,893 ",,,,,,,,,,,
174,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,95.40,122.04," 12,856 ",,,,,,,,,,,
175,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,427.41,546.76," 12,548 ",,,,,,,,,,,
176,JAC,Jackson Hole,Jackson,WY,617.14,789.46," 12,352 ",,,,,,,,,,,
177,GJT,Grand Junction Regional,Grand Junction,CO,466.70,597.01," 11,763 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,378.20,483.81," 11,364 ",,,,,,,,,,,
179,PVU,Provo Municipal,Provo,UT,85.05,108.79," 11,296 ",,,,,,,,,,,
180,LCK,Rickenbacker International,Columbus,OH,94.20,120.51," 11,282 ",,,,,,,,,,,
181,MLB,Melbourne Orlando International,Melbourne,FL,421.43,539.11," 10,953 ",,,,,,,,,,,
182,MRY,Monterey Regional,Monterey,CA,359.39,459.75," 10,873 ",,,,,,,,,,,
183,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,488.56,624.99," 10,728 ",,,,,,,,,,,
184,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,447.60,572.59," 10,358 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,507.96,649.79," 9,810 ",,,,,,,,,,,
186,EVV,Evansville Regional,Evansville,IN,501.55,641.59," 9,387 ",,,,,,,,,,,
187,RFD,Chicago/Rockford International,Rockford,IL,144.09,184.33," 9,274 ",,,,,,,,,,,
188,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,657.48,841.06," 9,218 ",,,,,,,,,,,
189,LBE,Arnold Palmer Regional,Latrobe,PA,172.99,221.30," 9,092 ",,,,,,,,,,,
190,MTJ,Montrose Regional,Montrose/Delta,CO,413.61,529.10," 9,054 ",,,,,,,,,,,
191,BFL,Meadows Field,Bakersfield,CA,504.87,645.85," 8,923 ",,,,,,,,,,,
192,DRO,Durango La Plata County,Durango,CO,478.73,612.41," 8,918 ",,,,,,,,,,,
193,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,441.28,564.50," 8,869 ",,,,,,,,,,,
194,MOT,Minot International,Minot,ND,402.47,514.85," 8,807 ",,,,,,,,,,,
195,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,353.99,452.84," 8,758 ",,,,,,,,,,,
196,GTF,Great Falls International,Great Falls,MT,351.03,449.05," 8,402 ",,,,,,,,,,,
197,STX,Henry E. Rohlsen,Christiansted,VI,441.22,564.42," 8,289 ",,,,,,,,,,,
198,MGM,Montgomery Regional,Montgomery,AL,547.16,699.95," 8,028 ",,,,,,,,,,,
199,BRO,Brownsville South Padre Island International,Brownsville,TX,475.92,608.82," 7,585 ",,,,,,,,,,,
200,DLH,Duluth International,Duluth,MN,375.17,479.93," 7,502 ",,,,,,,,,,,
201,LRD,Laredo International,Laredo,TX,399.20,510.67," 7,490 ",,,,,,,,,,,
202,PSE,Mercedita,Ponce,PR,216.59,277.07," 7,458 ",,,,,,,,,,,
203,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,576.63,737.64," 7,025 ",,,,,,,,,,,
204,SGU,St George Regional,St. George,UT,231.81,296.54," 6,671 ",,,,,,,,,,,
205,SCE,University Park,State College,PA,545.91,698.34," 6,663 ",,,,,,,,,,,
206,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,270.43,345.94," 6,529 ",,,,,,,,,,,
207,RDD,Redding Regional,Redding,CA,408.22,522.21," 6,359 ",,,,,,,,,,,
208,GRK,Robert Gray AAF,Killeen,TX,448.43,573.64," 6,319 ",,,,,,,,,,,
209,HDN,Yampa Valley,Hayden,CO,549.06,702.37," 6,118 ",,,,,,,,,,,
210,EGE,Eagle County Regional,Eagle,CO,619.71,792.76," 5,888 ",,,,,,,,,,,
211,AEX,Alexandria International,Alexandria,LA,483.08,617.97," 5,783 ",,,,,,,,,,,
212,GFK,Grand Forks International,Grand Forks,ND,330.20,422.40," 5,737 ",,,,,,,,,,,
213,TOL,Eugene F Kranz Toledo Express,Toledo,OH,204.53,261.65," 5,651 ",,,,,,,,,,,
214,SCK,Stockton Metro,Stockton,CA,85.46,109.32," 5,611 ",,,,,,,,,,,
215,PBG,Plattsburgh International,Plattsburgh,NY,161.19,206.20," 5,586 ",,,,,,,,,,,
216,ORH,Worcester Regional,Worcester,MA,302.15,386.52," 5,549 ",,,,,,,,,,,
217,ELM,Elmira/Corning Regional,Elmira/Corning,NY,351.97,450.26," 5,505 ",,,,,,,,,,,
218,BET,Bethel Airport,Bethel,AK,489.57,626.28," 5,312 ",,,,,,,,,,,
219,YUM,Yuma MCAS/Yuma International,Yuma,AZ,452.60,578.98," 5,258 ",,,,,,,,,,,
220,SAF,Santa Fe Municipal,Santa Fe,NM,449.15,574.57," 5,229 ",,,,,,,,,,,
221,GUM,Guam International,Guam,TT,1448.30,1852.71," 5,218 ",,,,,,,,,,,
222,MLU,Monroe Regional,Monroe,LA,474.70,607.26," 5,172 ",,,,,,,,,,,
223,KTN,Ketchikan International,Ketchikan,AK,494.26,632.27," 5,128 ",,,,,,,,,,,
224,LNK,Lincoln Airport,Lincoln,NE,483.62,618.67," 5,025 ",,,,,,,,,,,
225,RST,Rochester International,Rochester,MN,368.57,471.49," 4,946 ",,,,,,,,,,,
226,ACK,Nantucket Memorial,Nantucket,MA,588.00,752.19," 4,855 ",,,,,,,,,,,
227,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,478.85,612.57," 4,846 ",,,,,,,,,,,
228,SPI,Abraham Lincoln Capital,Springfield,IL,283.04,362.07," 4,759 ",,,,,,,,,,,
229,COU,Columbia Regional,Columbia,MO,466.64,596.95," 4,756 ",,,,,,,,,,,
230,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,427.35,546.68," 4,741 ",,,,,,,,,,,
231,LAN,Capital Region International,Lansing,MI,405.64,518.91," 4,701 ",,,,,,,,,,,
232,CWA,Central Wisconsin,Mosinee,WI,501.14,641.07," 4,682 ",,,,,,,,,,,
233,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,447.44,572.38," 4,620 ",,,,,,,,,,,
234,HLN,Helena Regional,Helena,MT,546.57,699.19," 4,615 ",,,,,,,,,,,
235,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,570.55,729.87," 4,485 ",,,,,,,,,,,
236,GRI,Central Nebraska Regional,Grand Island,NE,234.49,299.97," 4,448 ",,,,,,,,,,,
237,MBS,MBS International,Saginaw/Bay City/Midland,MI,509.55,651.83," 4,353 ",,,,,,,,,,,
238,IAG,Niagara Falls International,Niagara Falls,NY,137.27,175.60," 4,309 ",,,,,,,,,,,
239,HHH,Hilton Head Airport,Hilton Head,SC,503.25,643.77," 4,200 ",,,,,,,,,,,
240,FLG,Flagstaff Pulliam,Flagstaff,AZ,456.46,583.91," 4,171 ",,,,,,,,,,,
241,ABI,Abilene Regional,Abilene,TX,453.03,579.53," 4,165 ",,,,,,,,,,,
242,PUW,Pullman Moscow Regional,Pullman,WA,382.36,489.13," 4,162 ",,,,,,,,,,,
243,CSG,Columbus Airport,Columbus,GA,612.27,783.24," 4,148 ",,,,,,,,,,,
244,CPR,Casper/Natrona County International,Casper,WY,380.80,487.14," 4,132 ",,,,,,,,,,,
245,ERI,Erie International/Tom Ridge Field,Erie,PA,412.59,527.80," 4,108 ",,,,,,,,,,,
246,PSM,Portsmouth International at Pease,Portsmouth,NH,111.95,143.21," 3,923 ",,,,,,,,,,,
247,LSE,La Crosse Regional,La Crosse,WI,508.32,650.26," 3,870 ",,,,,,,,,,,
248,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,482.56,617.31," 3,845 ",,,,,,,,,,,
249,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,439.41,562.10," 3,794 ",,,,,,,,,,,
250,CMI,University of Illinois/Willard,Champaign/Urbana,IL,467.52,598.06," 3,728 ",,,,,,,,,,,
251,LCH,Lake Charles Regional,Lake Charles,LA,455.38,582.54," 3,704 ",,,,,,,,,,,
252,SIT,Sitka Rocky Gutierrez,Sitka,AK,450.93,576.84," 3,447 ",,,,,,,,,,,
253,ROW,Roswell Air Center,Roswell,NM,514.32,657.93," 3,386 ",,,,,,,,,,,
254,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,498.74,638.01," 3,367 ",,,,,,,,,,,
255,ADQ,Kodiak Airport,Kodiak,AK,629.54,805.33," 3,364 ",,,,,,,,,,,
256,FSM,Fort Smith Regional,Fort Smith,AR,480.59,614.78," 3,321 ",,,,,,,,,,,
257,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,432.43,553.17," 3,305 ",,,,,,,,,,,
258,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,417.55,534.14," 2,984 ",,,,,,,,,,,
259,ACT,Waco Regional,Waco,TX,455.80,583.07," 2,959 ",,,,,,,,,,,
260,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,556.76,712.23," 2,869 ",,,,,,,,,,,
261,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,187.32,239.63," 2,835 ",,,,,,,,,,,
262,CLL,Easterwood Field,College Station/Bryan,TX,450.69,576.54," 2,696 ",,,,,,,,,,,
263,LWS,Lewiston Nez Perce County,Lewiston,ID,422.75,540.80," 2,577 ",,,,,,,,,,,
