Average Domestic Airline Itinerary Fares By Origin City for Q1 2015 Ranked by Total Number of Domestic Passengers in 2022,,,,,,,,,,,,,,,,,,
2022 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q1-2023),2022 Passengers (10% sample),,,,,,,,,,,
71,GEG,Spokane International,Spokane,WA,364.35,466.38," 104,809 ",,,,,,,,,,,
72,RNO,Reno/Tahoe International,Reno,NV,360.05,460.87," 100,069 ",,,,,,,,,,,
73,PVD,Rhode Island Tf Green International,Providence,RI,350.00,448.01," 96,518 ",,,,,,,,,,,
74,TUS,Tucson International,Tucson,AZ,403.39,516.35," 90,011 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,414.45,530.52," 86,426 ",,,,,,,,,,,
76,LGB,Long Beach Airport,Long Beach,CA,240.94,308.41," 85,454 ",,,,,,,,,,,
77,TUL,Tulsa International,Tulsa,OK,437.34,559.81," 80,986 ",,,,,,,,,,,
78,SYR,Syracuse Hancock International,Syracuse,NY,432.45,553.56," 79,344 ",,,,,,,,,,,
79,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,409.56,524.25," 78,452 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,431.63,552.50," 78,345 ",,,,,,,,,,,
81,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,433.26,554.59," 75,675 ",,,,,,,,,,,
82,SAV,Savannah/Hilton Head International,Savannah,GA,464.46,594.53," 74,039 ",,,,,,,,,,,
83,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,395.17,505.83," 72,280 ",,,,,,,,,,,
84,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,314.03,401.97," 67,891 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,477.60,611.34," 64,333 ",,,,,,,,,,,
86,MYR,Myrtle Beach International,Myrtle Beach,SC,330.99,423.67," 62,925 ",,,,,,,,,,,
87,PNS,Pensacola International,Pensacola,FL,456.56,584.42," 60,511 ",,,,,,,,,,,
88,GSP,Greenville-Spartanburg International,Greer,SC,428.96,549.08," 59,223 ",,,,,,,,,,,
89,COS,City of Colorado Springs Municipal,Colorado Springs,CO,473.94,606.66," 58,992 ",,,,,,,,,,,
90,HPN,Westchester County,White Plains,NY,411.88,527.22," 58,461 ",,,,,,,,,,,
91,LIH,Lihue Airport,Lihue,HI,279.05,357.20," 58,367 ",,,,,,,,,,,
92,FAT,Fresno Yosemite International,Fresno,CA,436.78,559.09," 57,786 ",,,,,,,,,,,
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,442.17,565.99," 56,757 ",,,,,,,,,,,
94,MSN,Dane County Regional-Truax Field,Madison,WI,524.07,670.83," 55,194 ",,,,,,,,,,,
95,PWM,Portland International Jetport,Portland,ME,421.26,539.23," 54,716 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,403.20,516.12," 52,936 ",,,,,,,,,,,
97,BZN,Bozeman Yellowstone International,Bozeman,MT,454.65,581.96," 50,546 ",,,,,,,,,,,
98,SFB,Orlando Sanford International,Sanford,FL,117.82,150.81," 47,740 ",,,,,,,,,,,
99,PIE,St Pete Clearwater International,St. Petersburg,FL,115.47,147.81," 47,279 ",,,,,,,,,,,
100,AVL,Asheville Regional,Asheville,NC,410.43,525.36," 46,964 ",,,,,,,,,,,
101,XNA,Northwest Arkansas National,Fayetteville,AR,515.94,660.42," 45,953 ",,,,,,,,,,,
102,EUG,Mahlon Sweet Field,Eugene,OR,373.22,477.73," 45,553 ",,,,,,,,,,,
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,402.93,515.77," 45,334 ",,,,,,,,,,,
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,460.65,589.65," 44,373 ",,,,,,,,,,,
105,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,137.65,176.20," 40,373 ",,,,,,,,,,,
106,ISP,Long Island MacArthur,Islip,NY,315.15,403.40," 39,682 ",,,,,,,,,,,
107,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,396.95,508.11," 39,310 ",,,,,,,,,,,
108,MHT,Manchester Boston Regional,Manchester,NH,377.17,482.79," 39,250 ",,,,,,,,,,,
109,MDT,Harrisburg International,Harrisburg,PA,430.89,551.56," 39,114 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,377.64,483.39," 37,951 ",,,,,,,,,,,
111,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,512.84,656.46," 36,064 ",,,,,,,,,,,
112,MAF,Midland International Air and Space Port,Midland/Odessa,TX,434.02,555.56," 35,477 ",,,,,,,,,,,
113,PGD,Punta Gorda Airport,Punta Gorda,FL,134.00,171.52," 34,911 ",,,,,,,,,,,
114,BTV,Burlington International,Burlington,VT,435.13,556.98," 34,302 ",,,,,,,,,,,
115,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,531.31,680.09," 34,165 ",,,,,,,,,,,
116,LEX,Blue Grass,Lexington,KY,419.62,537.13," 33,204 ",,,,,,,,,,,
117,SBA,Santa Barbara Municipal,Santa Barbara,CA,532.35,681.42," 33,057 ",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,569.91,729.50," 32,418 ",,,,,,,,,,,
119,DAY,James M Cox/Dayton International,Dayton,OH,431.57,552.43," 32,281 ",,,,,,,,,,,
120,ITO,Hilo International,Hilo,HI,235.46,301.40," 31,863 ",,,,,,,,,,,
121,MFE,McAllen International,Mission/McAllen/Edinburg,TX,380.73,487.35," 30,582 ",,,,,,,,,,,
122,SGF,Springfield-Branson National,Springfield,MO,415.65,532.04," 29,988 ",,,,,,,,,,,
123,ILM,Wilmington International,Wilmington,NC,458.66,587.10," 29,838 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,334.15,427.72," 29,672 ",,,,,,,,,,,
125,MFR,Rogue Valley International - Medford,Medford,OR,385.05,492.88," 29,385 ",,,,,,,,,,,
126,FAR,Hector International,Fargo,ND,402.69,515.45," 28,922 ",,,,,,,,,,,
127,HVN,Tweed New Haven,New Haven,CT,416.01,532.50," 28,589 ",,,,,,,,,,,
128,RDM,Roberts Field,Bend/Redmond,OR,419.11,536.48," 28,485 ",,,,,,,,,,,
129,ATW,Appleton International,Appleton,WI,477.95,611.80," 28,471 ",,,,,,,,,,,
130,CAE,Columbia Metropolitan,Columbia,SC,463.00,592.66," 28,304 ",,,,,,,,,,,
131,ACY,Atlantic City International,Atlantic City,NJ,143.13,183.21," 27,914 ",,,,,,,,,,,
132,ECP,Northwest Florida Beaches International,Panama City,FL,471.51,603.54," 27,650 ",,,,,,,,,,,
133,LBB,Lubbock Preston Smith International,Lubbock,TX,411.27,526.44," 26,643 ",,,,,,,,,,,
134,FAI,Fairbanks International,Fairbanks,AK,516.99,661.76," 25,849 ",,,,,,,,,,,
135,CHA,Lovell Field,Chattanooga,TN,404.92,518.31," 25,231 ",,,,,,,,,,,
136,HRL,Valley International,Harlingen/San Benito,TX,336.38,430.58," 25,134 ",,,,,,,,,,,
137,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,407.63,521.78," 24,297 ",,,,,,,,,,,
138,FWA,Fort Wayne International,Fort Wayne,IN,374.86,479.83," 23,986 ",,,,,,,,,,,
139,SBN,South Bend International,South Bend,IN,335.70,429.71," 23,412 ",,,,,,,,,,,
140,TTN,Trenton Mercer,Trenton,NJ,188.06,240.73," 23,320 ",,,,,,,,,,,
141,STT,Cyril E King,Charlotte Amalie,VI,424.44,543.29," 22,552 ",,,,,,,,,,,
142,MSO,Missoula Montana,Missoula,MT,429.59,549.89," 22,036 ",,,,,,,,,,,
143,TLH,Tallahassee International,Tallahassee,FL,551.94,706.50," 21,803 ",,,,,,,,,,,
144,FNT,Bishop International,Flint,MI,386.80,495.11," 21,759 ",,,,,,,,,,,
145,BLI,Bellingham International,Bellingham,WA,227.63,291.38," 21,095 ",,,,,,,,,,,
146,BIL,Billings Logan International,Billings,MT,445.14,569.79," 21,002 ",,,,,,,,,,,
147,BQN,Rafael Hernandez,Aguadilla,PR,272.52,348.83," 20,914 ",,,,,,,,,,,
148,PIA,General Downing - Peoria International,Peoria,IL,332.89,426.11," 19,868 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,422.04,540.23," 19,558 ",,,,,,,,,,,
150,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,470.94,602.82," 18,900 ",,,,,,,,,,,
151,BGR,Bangor International,Bangor,ME,373.16,477.66," 18,535 ",,,,,,,,,,,
152,FCA,Glacier Park International,Kalispell,MT,466.29,596.87," 18,363 ",,,,,,,,,,,
153,CAK,Akron-Canton Regional,Akron,OH,330.81,423.45," 18,054 ",,,,,,,,,,,
154,GRB,Green Bay Austin Straubel International,Green Bay,WI,600.45,768.59," 17,912 ",,,,,,,,,,,
155,MLI,Quad Cities International,Moline,IL,366.03,468.54," 17,389 ",,,,,,,,,,,
156,CRP,Corpus Christi International,Corpus Christi,TX,438.11,560.80," 17,271 ",,,,,,,,,,,
157,IDA,Idaho Falls Regional,Idaho Falls,ID,534.30,683.92," 17,158 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,535.05,684.89," 16,923 ",,,,,,,,,,,
159,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,278.69,356.74," 16,643 ",,,,,,,,,,,
160,EYW,Key West International,Key West,FL,514.92,659.12," 16,593 ",,,,,,,,,,,
161,RAP,Rapid City Regional,Rapid City,SD,457.57,585.70," 16,117 ",,,,,,,,,,,
162,AGS,Augusta Regional at Bush Field,Augusta,GA,445.71,570.53," 16,049 ",,,,,,,,,,,
163,GNV,Gainesville Regional,Gainesville,FL,460.93,590.00," 15,832 ",,,,,,,,,,,
164,SHV,Shreveport Regional,Shreveport,LA,465.15,595.41," 15,683 ",,,,,,,,,,,
165,CHO,Charlottesville Albemarle,Charlottesville,VA,442.47,566.38," 15,468 ",,,,,,,,,,,
166,BIS,Bismarck Municipal,Bismarck/Mandan,ND,409.75,524.49," 15,467 ",,,,,,,,,,,
167,SBP,San Luis County Regional,San Luis Obispo,CA,522.25,668.50," 15,158 ",,,,,,,,,,,
168,TVC,Cherry Capital,Traverse City,MI,581.41,744.23," 14,978 ",,,,,,,,,,,
169,DAB,Daytona Beach International,Daytona Beach,FL,392.58,502.52," 13,817 ",,,,,,,,,,,
170,MOB,Mobile Regional,Mobile,AL,556.86,712.81," 13,542 ",,,,,,,,,,,
171,JNU,Juneau International,Juneau,AK,481.08,615.80," 13,402 ",,,,,,,,,,,
172,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,519.69,665.22," 13,097 ",,,,,,,,,,,
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,467.94,598.98," 12,893 ",,,,,,,,,,,
174,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,91.95,117.70," 12,856 ",,,,,,,,,,,
175,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,428.34,548.30," 12,548 ",,,,,,,,,,,
176,JAC,Jackson Hole,Jackson,WY,658.76,843.23," 12,352 ",,,,,,,,,,,
177,GJT,Grand Junction Regional,Grand Junction,CO,505.06,646.50," 11,763 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,375.42,480.55," 11,364 ",,,,,,,,,,,
179,PVU,Provo Municipal,Provo,UT,90.40,115.72," 11,296 ",,,,,,,,,,,
180,LCK,Rickenbacker International,Columbus,OH,96.47,123.48," 11,282 ",,,,,,,,,,,
181,MLB,Melbourne Orlando International,Melbourne,FL,399.39,511.24," 10,953 ",,,,,,,,,,,
182,MRY,Monterey Regional,Monterey,CA,411.62,526.88," 10,873 ",,,,,,,,,,,
183,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,463.32,593.07," 10,728 ",,,,,,,,,,,
184,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,456.88,584.82," 10,358 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,551.29,705.66," 9,810 ",,,,,,,,,,,
186,EVV,Evansville Regional,Evansville,IN,502.40,643.09," 9,387 ",,,,,,,,,,,
187,RFD,Chicago/Rockford International,Rockford,IL,137.73,176.30," 9,274 ",,,,,,,,,,,
188,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,667.30,854.17," 9,218 ",,,,,,,,,,,
189,LBE,Arnold Palmer Regional,Latrobe,PA,153.40,196.35," 9,092 ",,,,,,,,,,,
190,MTJ,Montrose Regional,Montrose/Delta,CO,457.51,585.63," 9,054 ",,,,,,,,,,,
191,BFL,Meadows Field,Bakersfield,CA,556.77,712.68," 8,923 ",,,,,,,,,,,
192,DRO,Durango La Plata County,Durango,CO,523.60,670.23," 8,918 ",,,,,,,,,,,
193,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,443.91,568.23," 8,869 ",,,,,,,,,,,
194,MOT,Minot International,Minot,ND,416.61,533.27," 8,807 ",,,,,,,,,,,
195,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,348.70,446.35," 8,758 ",,,,,,,,,,,
196,GTF,Great Falls International,Great Falls,MT,361.00,462.09," 8,402 ",,,,,,,,,,,
197,STX,Henry E. Rohlsen,Christiansted,VI,479.75,614.10," 8,289 ",,,,,,,,,,,
198,MGM,Montgomery Regional,Montgomery,AL,506.65,648.53," 8,028 ",,,,,,,,,,,
199,BRO,Brownsville South Padre Island International,Brownsville,TX,460.11,588.95," 7,585 ",,,,,,,,,,,
200,DLH,Duluth International,Duluth,MN,520.39,666.11," 7,502 ",,,,,,,,,,,
201,LRD,Laredo International,Laredo,TX,398.43,510.00," 7,490 ",,,,,,,,,,,
202,PSE,Mercedita,Ponce,PR,257.27,329.31," 7,458 ",,,,,,,,,,,
203,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,698.16,893.66," 7,025 ",,,,,,,,,,,
204,SGU,St George Regional,St. George,UT,478.16,612.06," 6,671 ",,,,,,,,,,,
205,SCE,University Park,State College,PA,570.18,729.85," 6,663 ",,,,,,,,,,,
206,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,234.03,299.56," 6,529 ",,,,,,,,,,,
207,RDD,Redding Regional,Redding,CA,487.09,623.49," 6,359 ",,,,,,,,,,,
208,GRK,Robert Gray AAF,Killeen,TX,478.35,612.30," 6,319 ",,,,,,,,,,,
209,HDN,Yampa Valley,Hayden,CO,546.43,699.46," 6,118 ",,,,,,,,,,,
210,EGE,Eagle County Regional,Eagle,CO,707.16,905.19," 5,888 ",,,,,,,,,,,
211,AEX,Alexandria International,Alexandria,LA,507.17,649.20," 5,783 ",,,,,,,,,,,
212,GFK,Grand Forks International,Grand Forks,ND,334.79,428.54," 5,737 ",,,,,,,,,,,
213,TOL,Eugene F Kranz Toledo Express,Toledo,OH,196.25,251.21," 5,651 ",,,,,,,,,,,
214,SCK,Stockton Metro,Stockton,CA,82.32,105.37," 5,611 ",,,,,,,,,,,
215,PBG,Plattsburgh International,Plattsburgh,NY,161.30,206.47," 5,586 ",,,,,,,,,,,
216,ORH,Worcester Regional,Worcester,MA,297.77,381.15," 5,549 ",,,,,,,,,,,
217,ELM,Elmira/Corning Regional,Elmira/Corning,NY,362.23,463.67," 5,505 ",,,,,,,,,,,
218,BET,Bethel Airport,Bethel,AK,417.82,534.82," 5,312 ",,,,,,,,,,,
219,YUM,Yuma MCAS/Yuma International,Yuma,AZ,538.04,688.71," 5,258 ",,,,,,,,,,,
220,SAF,Santa Fe Municipal,Santa Fe,NM,468.95,600.27," 5,229 ",,,,,,,,,,,
221,GUM,Guam International,Guam,TT,1283.29,1642.66," 5,218 ",,,,,,,,,,,
222,MLU,Monroe Regional,Monroe,LA,495.17,633.83," 5,172 ",,,,,,,,,,,
223,KTN,Ketchikan International,Ketchikan,AK,500.10,640.14," 5,128 ",,,,,,,,,,,
224,LNK,Lincoln Airport,Lincoln,NE,516.74,661.45," 5,025 ",,,,,,,,,,,
225,RST,Rochester International,Rochester,MN,487.91,624.54," 4,946 ",,,,,,,,,,,
226,ACK,Nantucket Memorial,Nantucket,MA,600.17,768.23," 4,855 ",,,,,,,,,,,
227,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,498.82,638.51," 4,846 ",,,,,,,,,,,
228,SPI,Abraham Lincoln Capital,Springfield,IL,299.73,383.67," 4,759 ",,,,,,,,,,,
229,COU,Columbia Regional,Columbia,MO,475.76,609.00," 4,756 ",,,,,,,,,,,
230,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,474.91,607.90," 4,741 ",,,,,,,,,,,
231,LAN,Capital Region International,Lansing,MI,458.54,586.94," 4,701 ",,,,,,,,,,,
232,CWA,Central Wisconsin,Mosinee,WI,533.24,682.56," 4,682 ",,,,,,,,,,,
233,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,506.33,648.11," 4,620 ",,,,,,,,,,,
234,HLN,Helena Regional,Helena,MT,540.77,692.21," 4,615 ",,,,,,,,,,,
235,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,581.50,744.34," 4,485 ",,,,,,,,,,,
236,GRI,Central Nebraska Regional,Grand Island,NE,252.70,323.46," 4,448 ",,,,,,,,,,,
237,MBS,MBS International,Saginaw/Bay City/Midland,MI,554.66,709.99," 4,353 ",,,,,,,,,,,
238,IAG,Niagara Falls International,Niagara Falls,NY,133.16,170.45," 4,309 ",,,,,,,,,,,
239,HHH,Hilton Head Airport,Hilton Head,SC,480.92,615.59," 4,200 ",,,,,,,,,,,
240,FLG,Flagstaff Pulliam,Flagstaff,AZ,459.43,588.08," 4,171 ",,,,,,,,,,,
241,ABI,Abilene Regional,Abilene,TX,459.93,588.73," 4,165 ",,,,,,,,,,,
242,PUW,Pullman Moscow Regional,Pullman,WA,380.48,487.03," 4,162 ",,,,,,,,,,,
243,CSG,Columbus Airport,Columbus,GA,531.52,680.36," 4,148 ",,,,,,,,,,,
244,CPR,Casper/Natrona County International,Casper,WY,505.94,647.62," 4,132 ",,,,,,,,,,,
245,ERI,Erie International/Tom Ridge Field,Erie,PA,462.06,591.45," 4,108 ",,,,,,,,,,,
246,PSM,Portsmouth International at Pease,Portsmouth,NH,121.21,155.15," 3,923 ",,,,,,,,,,,
247,LSE,La Crosse Regional,La Crosse,WI,556.77,712.69," 3,870 ",,,,,,,,,,,
248,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,481.85,616.78," 3,845 ",,,,,,,,,,,
249,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,443.98,568.30," 3,794 ",,,,,,,,,,,
250,CMI,University of Illinois/Willard,Champaign/Urbana,IL,533.18,682.49," 3,728 ",,,,,,,,,,,
251,LCH,Lake Charles Regional,Lake Charles,LA,467.88,598.90," 3,704 ",,,,,,,,,,,
252,SIT,Sitka Rocky Gutierrez,Sitka,AK,454.57,581.87," 3,447 ",,,,,,,,,,,
253,ROW,Roswell Air Center,Roswell,NM,560.35,717.27," 3,386 ",,,,,,,,,,,
254,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,520.18,665.85," 3,367 ",,,,,,,,,,,
255,ADQ,Kodiak Airport,Kodiak,AK,588.67,753.52," 3,364 ",,,,,,,,,,,
256,FSM,Fort Smith Regional,Fort Smith,AR,531.41,680.22," 3,321 ",,,,,,,,,,,
257,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,464.01,593.95," 3,305 ",,,,,,,,,,,
258,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,432.59,553.73," 2,984 ",,,,,,,,,,,
259,ACT,Waco Regional,Waco,TX,489.16,626.14," 2,959 ",,,,,,,,,,,
260,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,622.10,796.30," 2,869 ",,,,,,,,,,,
261,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,132.29,169.33," 2,835 ",,,,,,,,,,,
262,CLL,Easterwood Field,College Station/Bryan,TX,463.08,592.76," 2,696 ",,,,,,,,,,,
263,LWS,Lewiston Nez Perce County,Lewiston,ID,431.30,552.08," 2,577 ",,,,,,,,,,,
